Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive_90,PassDead_90,TO_90,Sh_90,Fld_90,Def_90,Matches
1290,Vinicius Júnior,br BRA,FW,Real Madrid,es La Liga,24,2000,25.0,135,5.39,80,1,29,11,11,3,18,0.72,11,0,5,0,2,0,Matches
1291,Josip Juranović,hr CRO,"DF,MF",Union Berlin,de Bundesliga,28,1995,12.9,51,3.97,30,20,0,1,0,0,2,0.16,0,2,0,0,0,0,Matches
1292,David Jurásek,cz CZE,DF,Hoffenheim,de Bundesliga,23,2000,6.9,19,2.76,15,2,0,1,1,0,1,0.15,1,0,0,0,0,0,Matches
1293,Stanko Jurić,hr CRO,MF,Valladolid,es La Liga,27,1996,19.2,9,0.47,7,0,0,1,0,1,2,0.10,2,0,0,0,0,0,Matches
1294,James Justin,eng ENG,DF,Leicester City,eng Premier League,26,1998,32.4,33,1.02,21,2,1,4,5,0,2,0.06,2,0,0,0,0,0,Matches
1295,Filip Jørgensen,dk DEN,GK,Chelsea,eng Premier League,22,2002,6.0,1,0.17,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1296,Mohamed Kaba,fr FRA,MF,Lecce,it Serie A,22,2001,5.0,10,1.99,8,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
1297,Yusuf Kabadayı,de GER,"FW,MF",Augsburg,de Bundesliga,20,2004,0.8,4,5.07,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1298,Almugera Kabar,de GER,DF,Dortmund,de Bundesliga,18,2006,1.5,3,1.99,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1299,Christian Kabasele,be BEL,DF,Udinese,it Serie A,33,1991,12.9,12,0.93,7,0,1,3,0,1,0,0.00,0,0,0,0,0,0,Matches
1300,Issa Kaboré,bf BFA,"DF,FW",Werder Bremen,de Bundesliga,23,2001,3.4,15,4.38,9,0,1,4,1,0,4,1.17,1,0,0,2,1,0,Matches
1301,Yaya Kader Fofana,ml MLI,"MF,FW",Reims,fr Ligue 1,20,2004,7.0,22,3.12,16,0,4,0,1,1,5,0.71,3,0,2,0,0,0,Matches
1302,Pavel Kadeřábek,cz CZE,DF,Hoffenheim,de Bundesliga,32,1992,17.5,41,2.34,29,7,3,1,0,1,1,0.06,1,0,0,0,0,0,Matches
1303,Tino Kadewere,zw ZIM,"MF,FW",Nantes,fr Ligue 1,28,1996,5.7,19,3.34,14,1,0,2,0,2,2,0.35,2,0,0,0,0,0,Matches
1304,Ferdi Kadioglu,tr TUR,"DF,MF",Brighton,eng Premier League,24,1999,4.3,13,3.03,11,0,0,0,1,1,2,0.47,2,0,0,0,0,0,Matches
1305,Arnaud Kalimuendo,fr FRA,"FW,MF",Rennes,fr Ligue 1,22,2002,28.6,49,1.71,37,0,3,6,2,1,6,0.21,4,0,0,2,0,0,Matches
1306,Pierre Kalulu,fr FRA,DF,Juventus,it Serie A,24,2000,26.0,36,1.39,30,0,1,1,3,1,1,0.04,1,0,0,0,0,0,Matches
1307,Justin-Noël Kalumba,fr FRA,"FW,MF",Angers,fr Ligue 1,19,2004,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1308,Daichi Kamada,jp JPN,MF,Crystal Palace,eng Premier League,27,1996,17.4,52,2.99,37,6,1,3,2,3,3,0.17,2,1,0,0,0,0,Matches
1309,Waren Kamanzi,no NOR,"DF,MF",Toulouse,fr Ligue 1,23,2000,11.4,23,2.02,18,0,3,0,2,0,3,0.26,2,0,1,0,0,0,Matches
1310,Boubacar Kamara,fr FRA,MF,Aston Villa,eng Premier League,24,1999,19.2,27,1.41,20,1,1,2,1,2,2,0.10,2,0,0,0,0,0,Matches
1311,Glen Kamara,fi FIN,MF,Rennes,fr Ligue 1,28,1995,7.4,20,2.72,19,0,0,0,0,1,2,0.27,2,0,0,0,0,0,Matches
1312,Hassane Kamara,ci CIV,DF,Udinese,it Serie A,30,1994,22.2,44,1.98,34,3,1,2,1,3,6,0.27,3,1,0,0,1,1,Matches
1313,Noham Kamara,fr FRA,DF,Paris S-G,fr Ligue 1,17,2007,0.8,1,1.18,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1314,Willy Kambwala,fr FRA,DF,Villarreal,es La Liga,19,2004,12.4,5,0.40,3,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
1315,Jakub Kamiński,pl POL,"DF,MF",Wolfsburg,de Bundesliga,22,2002,12.6,43,3.42,28,9,3,2,1,0,5,0.40,2,1,0,1,1,0,Matches
1316,Kevin Kampl,si SVN,MF,RB Leipzig,de Bundesliga,33,1990,17.7,44,2.49,39,4,1,0,0,0,5,0.28,5,0,0,0,0,0,Matches
1317,Nordine Kandil,fr FRA,MF,Strasbourg,fr Ligue 1,22,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1318,Harry Kane,eng ENG,FW,Bayern Munich,de Bundesliga,31,1993,26.5,89,3.36,59,1,9,15,5,0,21,0.79,12,0,2,4,3,0,Matches
1319,Lee Kang-in,kr KOR,"FW,MF",Paris S-G,fr Ligue 1,23,2001,18.5,97,5.26,70,21,3,3,0,0,6,0.33,5,1,0,0,0,0,Matches
1320,Yann Karamoh,fr FRA,"MF,FW",Torino,it Serie A,26,1998,11.6,24,2.06,16,1,3,4,0,0,2,0.17,1,0,0,1,0,0,Matches
1321,Atakan Karazor,,MF,Stuttgart,de Bundesliga,27,1996,29.1,43,1.48,34,1,0,3,3,2,7,0.24,5,0,0,1,0,1,Matches
1322,Jesper Karlsson,se SWE,FW,Bologna,it Serie A,26,1998,3.3,9,2.72,9,0,0,0,0,0,1,0.30,1,0,0,0,0,0,Matches
1323,Jesper Karlsson,se SWE,FW,Lecce,it Serie A,26,1998,5.5,18,3.26,10,8,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1324,Jesper Karlström,se SWE,MF,Udinese,it Serie A,29,1995,35.4,59,1.67,53,1,1,0,2,2,3,0.08,3,0,0,0,0,0,Matches
1325,Lior Kasa,il ISR,"MF,FW",Genoa,it Serie A,18,2005,2.6,5,1.97,3,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1326,Grigoris Kastanos,cy CYP,"MF,FW",Hellas Verona,it Serie A,26,1998,9.7,24,2.47,13,8,0,2,1,0,2,0.21,1,1,0,0,0,0,Matches
1327,Mikkel Kaufmann,dk DEN,FW,Heidenheim,de Bundesliga,23,2001,4.1,12,2.92,7,1,0,1,3,0,1,0.24,0,0,0,0,1,0,Matches
1328,Joachim Kayi Sanda,fr FRA,DF,Southampton,eng Premier League,17,2006,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1329,Michael Kayode,it ITA,DF,Brentford,eng Premier League,20,2004,5.9,19,3.24,9,7,1,1,1,0,3,0.51,3,0,0,0,0,0,Matches
1330,Michael Kayode,it ITA,"DF,FW",Fiorentina,it Serie A,20,2004,1.4,4,2.83,2,0,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1331,Moise Kean,it ITA,FW,Fiorentina,it Serie A,24,2000,29.1,57,1.90,26,1,16,8,5,1,7,0.23,2,0,3,2,0,0,Matches
1332,Michael Keane,eng ENG,DF,Everton,eng Premier League,31,1993,11.7,6,0.51,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1333,Yassine Kechta,ma MAR,"MF,FW",Le Havre,fr Ligue 1,22,2002,23.3,48,2.06,27,2,3,3,10,3,4,0.17,1,0,1,0,2,0,Matches
1334,Thilo Kehrer,de GER,DF,Monaco,fr Ligue 1,27,1996,26.5,26,0.98,22,2,0,2,0,0,3,0.11,2,0,0,1,0,0,Matches
1335,Abdoulaye Keita,es ESP,"FW,MF",Getafe,es La Liga,21,2002,1.1,1,0.95,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1336,Mandela Keita,be BEL,MF,Parma,it Serie A,22,2002,20.3,33,1.63,28,0,3,0,2,0,4,0.20,3,0,1,0,0,0,Matches
1337,Yannik Keitel,de GER,MF,Stuttgart,de Bundesliga,24,2000,3.0,2,0.67,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1338,Andu Kelati,de GER,"MF,DF",Holstein Kiel,de Bundesliga,21,2002,3.2,9,2.81,8,0,0,1,0,0,1,0.31,1,0,0,0,0,0,Matches
1339,Caoimhín Kelleher,ie IRL,GK,Liverpool,eng Premier League,25,1998,10.0,3,0.30,3,0,0,0,0,0,1,0.10,1,0,0,0,0,0,Matches
1340,Thomas Keller,de GER,"DF,MF",Heidenheim,de Bundesliga,24,1999,1.6,1,0.61,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1341,Lloyd Kelly,eng ENG,DF,Newcastle Utd,eng Premier League,25,1998,3.4,2,0.59,2,0,0,0,0,0,1,0.30,1,0,0,0,0,0,Matches
1342,Lloyd Kelly,eng ENG,DF,Juventus,it Serie A,25,1998,11.3,12,1.07,10,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1343,Aljoscha Kemlein,de GER,MF,Union Berlin,de Bundesliga,19,2004,10.2,21,2.05,18,2,0,0,0,1,2,0.20,1,0,0,0,0,1,Matches
1344,Marc-Oliver Kempf,de GER,DF,Como,it Serie A,29,1995,29.1,34,1.17,29,0,0,5,0,0,2,0.07,2,0,0,0,0,0,Matches
1345,Kenedy,br BRA,"MF,FW",Valladolid,es La Liga,28,1996,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1346,Luca Kerber,de GER,"MF,DF",Heidenheim,de Bundesliga,22,2002,8.7,9,1.03,7,0,0,1,1,0,1,0.11,0,0,0,1,0,0,Matches
1347,Milos Kerkez,hu HUN,DF,Bournemouth,eng Premier League,20,2003,37.1,83,2.24,67,4,2,2,5,3,9,0.24,7,0,1,0,0,1,Matches
1348,Reda Khadra,de GER,"MF,FW",Reims,fr Ligue 1,23,2001,0.9,2,2.25,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1349,Bilal El Khannouss,ma MAR,"MF,FW",Leicester City,eng Premier League,20,2004,24.2,78,3.22,54,9,8,4,3,0,7,0.29,5,1,0,1,0,0,Matches
1350,Wahbi Khazri,tn TUN,"FW,MF",Montpellier,fr Ligue 1,33,1991,12.4,39,3.27,23,5,3,3,4,1,2,0.17,1,0,1,0,0,0,Matches
1351,Rani Khedira,de GER,MF,Union Berlin,de Bundesliga,30,1994,30.3,33,1.09,31,0,0,1,0,1,2,0.07,2,0,0,0,0,0,Matches
1352,Abdukodir Khusanov,uz UZB,DF,Manchester City,eng Premier League,20,2004,5.6,5,0.89,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1353,Abdukodir Khusanov,uz UZB,DF,Lens,fr Ligue 1,20,2004,10.8,11,1.02,9,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
1354,Kialonda,ao ANG,DF,Lecce,it Serie A,26,1997,23.8,15,0.63,12,0,0,3,0,0,1,0.04,1,0,0,0,0,0,Matches
1355,Kiké,es ESP,FW,Alavés,es La Liga,34,1989,28.2,38,1.35,30,0,0,2,6,0,4,0.14,3,0,0,0,1,0,Matches
1356,Max Kilman,eng ENG,DF,West Ham,eng Premier League,27,1997,37.2,32,0.86,28,0,2,0,0,2,5,0.13,3,0,1,0,0,1,Matches
1357,Joshua Kimmich,de GER,MF,Bayern Munich,de Bundesliga,29,1995,31.6,159,5.03,116,36,2,3,1,1,18,0.57,13,3,1,1,0,0,Matches
1358,Presnel Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,28,1995,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1359,Joshua King,eng ENG,MF,Fulham,eng Premier League,17,2007,1.4,8,5.54,6,0,1,1,0,0,2,1.38,2,0,0,0,0,0,Matches
1360,Joshua King,no NOR,"FW,MF",Toulouse,fr Ligue 1,32,1992,18.6,31,1.67,21,0,3,3,2,2,4,0.22,3,0,0,0,1,0,Matches
1361,Tom King,wls WAL,GK,Wolves,eng Premier League,29,1995,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1362,Antonín Kinský,cz CZE,GK,Tottenham,eng Premier League,21,2003,6.0,1,0.17,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1363,Cédric Kipré,ci CIV,DF,Reims,fr Ligue 1,27,1996,24.3,31,1.27,27,1,1,1,0,1,3,0.12,3,0,0,0,0,0,Matches
1364,Jakub Kiwior,pl POL,DF,Arsenal,eng Premier League,24,2000,12.5,8,0.64,7,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1365,Tim Kleindienst,de GER,FW,Gladbach,de Bundesliga,28,1995,30.4,68,2.24,48,1,1,10,4,4,14,0.46,9,1,0,1,2,1,Matches
1366,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,28,1996,20.4,17,0.83,14,2,0,1,0,0,2,0.10,2,0,0,0,0,0,Matches
1367,Justin Kluivert,nl NED,MF,Bournemouth,eng Premier League,25,1999,26.0,101,3.88,73,8,7,7,5,1,12,0.46,11,0,0,0,1,0,Matches
1368,Ansgar Knauff,de GER,"MF,DF",Eint Frankfurt,de Bundesliga,22,2002,17.7,62,3.50,38,0,12,4,6,2,10,0.56,5,0,3,1,0,1,Matches
1369,Magnus Knudsen,no NOR,MF,Holstein Kiel,de Bundesliga,23,2001,20.6,32,1.56,25,0,1,2,4,0,4,0.19,4,0,0,0,0,0,Matches
1370,Gregor Kobel,ch SUI,GK,Dortmund,de Bundesliga,26,1997,32.0,4,0.12,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1371,Robin Koch,de GER,DF,Eint Frankfurt,de Bundesliga,28,1996,28.7,21,0.73,18,0,0,3,0,0,4,0.14,4,0,0,0,0,0,Matches
1372,Hervé Koffi,bf BFA,GK,Lens,fr Ligue 1,27,1996,5.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1373,Magnus Kofod Andersen,dk DEN,MF,Venezia,it Serie A,25,1999,7.7,20,2.59,13,5,0,1,1,0,3,0.39,1,1,0,1,0,0,Matches
1374,Derrick Köhn,de GER,"DF,FW",Werder Bremen,de Bundesliga,25,1999,14.9,38,2.55,31,1,2,1,3,0,4,0.27,4,0,0,0,0,0,Matches
1375,Philipp Köhn,ch SUI,GK,Monaco,fr Ligue 1,26,1998,19.0,4,0.21,2,2,0,0,0,0,1,0.05,1,0,0,0,0,0,Matches
1376,Dominik Kohr,de GER,"DF,MF",Mainz 05,de Bundesliga,30,1994,25.5,29,1.14,25,1,1,2,0,0,2,0.08,1,0,0,1,0,0,Matches
1377,Koka,eg EGY,FW,Le Havre,fr Ligue 1,31,1993,9.5,11,1.16,8,0,0,2,0,1,3,0.32,2,0,0,1,0,0,Matches
1378,Koke,es ESP,MF,Atlético Madrid,es La Liga,32,1992,21.4,51,2.38,48,2,0,0,0,1,5,0.23,5,0,0,0,0,0,Matches
1379,Sead Kolašinac,ba BIH,DF,Atalanta,it Serie A,31,1993,21.1,37,1.75,33,0,0,3,1,0,4,0.19,3,0,0,1,0,0,Matches
1380,Randal Kolo Muani,fr FRA,FW,Juventus,it Serie A,25,1998,12.9,27,2.09,20,0,6,0,1,0,3,0.23,1,0,2,0,0,0,Matches
1381,Randal Kolo Muani,fr FRA,FW,Paris S-G,fr Ligue 1,25,1998,4.0,13,3.27,7,0,1,3,1,1,3,0.75,1,0,0,1,1,0,Matches
1382,Marco Komenda,hr CRO,DF,Holstein Kiel,de Bundesliga,27,1996,14.5,23,1.58,21,0,1,0,0,1,1,0.07,1,0,0,0,0,0,Matches
1383,Mert Kömür,de GER,MF,Augsburg,de Bundesliga,19,2005,7.3,25,3.44,9,11,2,2,1,0,1,0.14,0,1,0,0,0,0,Matches
1384,Ibrahima Konaté,fr FRA,DF,Liverpool,eng Premier League,25,1999,28.4,31,1.09,26,0,0,4,0,1,7,0.25,6,0,0,0,0,1,Matches
1385,Ismael Konate,ci CIV,"FW,MF",Empoli,it Serie A,18,2006,1.3,3,2.31,2,0,1,0,0,0,1,0.77,1,0,0,0,0,0,Matches
1386,Geoffrey Kondogbia,cf CTA,"DF,MF",Marseille,fr Ligue 1,31,1993,22.4,24,1.07,20,0,1,2,0,1,0,0.00,0,0,0,0,0,0,Matches
1387,Abdoul Koné,fr FRA,DF,Reims,fr Ligue 1,19,2005,1.5,1,0.68,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1388,Amadou Koné,ml MLI,MF,Reims,fr Ligue 1,19,2005,14.4,28,1.95,19,1,2,2,1,3,2,0.14,1,0,0,1,0,0,Matches
1389,Ismaël Koné,ca CAN,"MF,FW",Marseille,fr Ligue 1,22,2002,4.0,6,1.50,3,1,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
1390,Ismaël Koné,ca CAN,MF,Rennes,fr Ligue 1,22,2002,5.2,10,1.92,10,0,0,0,0,0,1,0.19,1,0,0,0,0,0,Matches
1391,Manu Koné,fr FRA,MF,Roma,it Serie A,23,2001,28.6,67,2.34,46,1,5,6,6,3,6,0.21,3,0,1,0,1,1,Matches
1392,Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,26,1997,32.6,24,0.74,19,2,1,2,0,0,3,0.09,3,0,0,0,0,0,Matches
1393,Teun Koopmeiners,nl NED,"MF,FW",Juventus,it Serie A,26,1998,22.2,63,2.84,39,17,2,2,2,1,3,0.14,2,1,0,0,0,0,Matches
1394,Kacper Koscierski,de GER,DF,Bochum,de Bundesliga,17,2007,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1395,Odilon Kossounou,ci CIV,DF,Atalanta,it Serie A,23,2001,12.5,7,0.56,6,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1396,Christian Kouamé,ci CIV,"FW,MF",Fiorentina,it Serie A,26,1997,6.9,22,3.19,18,0,2,1,1,0,0,0.00,0,0,0,0,0,0,Matches
1397,Christian Kouamé,ci CIV,"FW,MF",Empoli,it Serie A,26,1997,5.6,23,4.08,15,0,3,2,2,1,0,0.00,0,0,0,0,0,0,Matches
1398,Henri Koudossou,de GER,DF,Augsburg,de Bundesliga,24,1999,8.3,18,2.17,15,0,1,1,0,1,2,0.24,2,0,0,0,0,0,Matches
1399,Konstantinos Koulierakis,gr GRE,DF,Wolfsburg,de Bundesliga,20,2003,27.4,31,1.13,24,2,0,4,0,1,4,0.15,3,0,0,1,0,0,Matches
1400,Emmanuel Koum Mbondo,fr FRA,DF,Marseille,fr Ligue 1,18,2006,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1401,Jules Koundé,fr FRA,DF,Barcelona,es La Liga,25,1998,28.9,59,2.04,55,0,2,2,0,0,7,0.24,6,0,0,1,0,0,Matches
1402,Boubakar Kouyaté,ml MLI,DF,Montpellier,fr Ligue 1,27,1997,8.4,3,0.41,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1403,Mateo Kovačić,hr CRO,MF,Manchester City,eng Premier League,30,1994,24.4,73,2.99,59,0,4,5,4,1,8,0.33,6,0,1,1,0,0,Matches
1404,Viktor Kovalenko,ua UKR,MF,Empoli,it Serie A,28,1996,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1405,Matej Kovar,cz CZE,GK,Leverkusen,de Bundesliga,24,2000,5.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1406,Mateusz Kowalski,pl POL,MF,Parma,it Serie A,19,2005,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1407,Goduine Koyalipou,cf CTA,FW,Lens,fr Ligue 1,24,2000,9.8,26,2.64,12,0,4,9,1,0,1,0.10,1,0,0,0,0,0,Matches
1408,Caleb Kporha,eng ENG,DF,Crystal Palace,eng Premier League,18,2006,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1409,Emil Krafth,se SWE,DF,Newcastle Utd,eng Premier League,29,1994,3.8,3,0.79,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1410,Alex Král,cz CZE,MF,Espanyol,es La Liga,26,1998,30.2,42,1.39,31,1,2,2,4,2,1,0.03,1,0,0,0,0,0,Matches
1411,Andrej Kramarić,hr CRO,"MF,FW",Hoffenheim,de Bundesliga,33,1991,30.7,102,3.32,78,13,2,7,2,0,14,0.46,11,1,0,1,1,0,Matches
1412,Frans Krätzig,de GER,"DF,MF",Heidenheim,de Bundesliga,21,2003,13.5,45,3.33,31,10,2,0,0,2,2,0.15,2,0,0,0,0,0,Matches
1413,Frans Krätzig,de GER,DF,Stuttgart,de Bundesliga,21,2003,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1414,Tom Krauß,de GER,MF,Bochum,de Bundesliga,23,2001,12.0,40,3.34,33,0,1,0,5,1,1,0.08,0,0,0,0,0,1,Matches
1415,Ladislav Krejčí,cz CZE,DF,Girona,es La Liga,25,1999,27.1,29,1.07,25,1,0,2,1,0,4,0.15,2,0,0,1,1,0,Matches
1416,Rasmus Kristensen,dk DEN,DF,Eint Frankfurt,de Bundesliga,27,1997,27.9,60,2.15,46,4,2,5,2,1,10,0.36,5,0,1,3,0,1,Matches
1417,Thomas Kristensen,dk DEN,DF,Udinese,it Serie A,22,2002,19.5,17,0.87,16,1,0,0,0,0,1,0.05,1,0,0,0,0,0,Matches
1418,Nikola Krstović,me MNE,FW,Lecce,it Serie A,24,2000,34.0,87,2.56,57,2,8,12,5,3,7,0.21,6,0,0,1,0,0,Matches
1419,Lukas Kübler,de GER,DF,Freiburg,de Bundesliga,31,1992,20.5,26,1.27,21,1,0,4,0,0,4,0.20,3,0,0,1,0,0,Matches
1420,Takefusa Kubo,jp JPN,"MF,FW",Real Sociedad,es La Liga,23,2001,26.4,114,4.33,72,11,16,2,9,4,8,0.30,2,0,5,0,1,0,Matches
1421,Mohammed Kudus,gh GHA,"FW,MF",West Ham,eng Premier League,23,2000,28.8,107,3.72,74,1,16,12,2,2,10,0.35,6,0,1,3,0,0,Matches
1422,Dejan Kulusevski,se SWE,"MF,FW",Tottenham,eng Premier League,24,2000,26.5,128,4.82,95,12,15,3,3,0,9,0.34,7,1,1,0,0,0,Matches
1423,Sael Kumbedi,fr FRA,DF,Lyon,fr Ligue 1,19,2005,10.6,15,1.42,13,0,0,1,1,0,4,0.38,4,0,0,0,0,0,Matches
1424,Marash Kumbulla,al ALB,DF,Espanyol,es La Liga,24,2000,33.0,16,0.48,11,0,1,3,1,0,2,0.06,1,0,1,0,0,0,Matches
1425,Jonah Kusi-Asare,se SWE,FW,Bayern Munich,de Bundesliga,17,2007,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1426,Daler Kuzyaev,ru RUS,MF,Le Havre,fr Ligue 1,31,1993,6.3,4,0.63,2,1,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1427,Khvicha Kvaratskhelia,ge GEO,"FW,MF",Napoli,it Serie A,23,2001,13.1,57,4.35,40,10,2,2,3,0,6,0.46,5,0,1,0,0,0,Matches
1428,Khvicha Kvaratskhelia,ge GEO,FW,Paris S-G,fr Ligue 1,23,2001,10.2,60,5.89,39,3,9,3,3,3,8,0.79,5,0,2,1,0,0,Matches
1429,Moritz-Broni Kwarteng,gh GHA,"MF,FW",Bochum,de Bundesliga,26,1998,1.9,9,4.68,7,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1430,Giorgos Kyriakopoulos,gr GRE,DF,Monza,it Serie A,28,1996,31.6,70,2.21,41,18,3,3,5,0,6,0.19,4,1,1,0,0,0,Matches
1431,Luca de la Torre,us USA,MF,Celta Vigo,es La Liga,26,1998,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1432,Rémy Labeau Lascary,gp GLP,"FW,MF",Lens,fr Ligue 1,21,2003,7.1,20,2.83,10,0,7,2,1,0,5,0.71,2,0,3,0,0,0,Matches
1433,Gaëtan Laborde,fr FRA,FW,Nice,fr Ligue 1,30,1994,20.3,63,3.10,48,0,4,9,2,0,7,0.34,6,0,0,0,1,0,Matches
1434,Nediljko Labrović,hr CRO,GK,Augsburg,de Bundesliga,24,1999,15.0,1,0.07,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1435,Alexandre Lacazette,fr FRA,FW,Lyon,fr Ligue 1,33,1991,22.8,56,2.46,41,0,4,7,3,1,5,0.22,2,0,0,3,0,0,Matches
1436,Younes Lachaab,fr FRA,"MF,FW",Lille,fr Ligue 1,19,2005,0.1,2,20.00,0,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1437,Maxence Lacroix,fr FRA,DF,Crystal Palace,eng Premier League,24,2000,34.6,29,0.84,24,1,0,4,0,0,4,0.12,2,1,0,1,0,0,Matches
1438,Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,25,1999,12.0,2,0.17,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1439,Yoel Lago,es ESP,DF,Celta Vigo,es La Liga,20,2004,6.5,2,0.31,2,0,0,0,0,0,1,0.15,1,0,0,0,0,0,Matches
1440,Konrad Laimer,at AUT,DF,Bayern Munich,de Bundesliga,27,1997,18.9,62,3.28,56,2,1,1,1,1,8,0.42,8,0,0,0,0,0,Matches
1441,Stefan Lainer,at AUT,DF,Gladbach,de Bundesliga,31,1992,8.4,15,1.78,15,0,0,0,0,0,1,0.12,1,0,0,0,0,0,Matches
1442,Kenny Lala,mg MAD,DF,Brest,fr Ligue 1,32,1991,29.8,80,2.68,56,19,1,3,0,1,6,0.20,3,1,0,2,0,0,Matches
1443,Adam Lallana,eng ENG,MF,Southampton,eng Premier League,36,1988,4.0,9,2.24,8,0,0,0,1,0,2,0.50,2,0,0,0,0,0,Matches
1444,Mathis Lambourde,fr FRA,"FW,MF",Hellas Verona,it Serie A,18,2006,1.0,2,2.00,1,0,1,0,0,0,1,1.00,0,0,1,0,0,0,Matches
1445,Mohamed Lamine Bayo,gn GUI,FW,Lille,fr Ligue 1,26,1998,3.4,12,3.51,7,0,1,3,0,1,2,0.58,0,0,0,1,0,1,Matches
1446,Tariq Lamptey,gh GHA,DF,Brighton,eng Premier League,23,2000,9.6,17,1.78,14,1,0,0,1,1,3,0.31,2,0,0,0,0,1,Matches
1447,Will Lankshear,eng ENG,"FW,MF",Tottenham,eng Premier League,19,2005,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1448,Gianluca Lapadula,pe PER,"FW,MF",Cagliari,it Serie A,34,1990,3.4,13,3.77,5,0,1,7,0,0,0,0.00,0,0,0,0,0,0,Matches
1449,Cyle Larin,ca CAN,FW,Mallorca,es La Liga,29,1995,19.6,21,1.07,13,0,0,4,4,0,3,0.15,1,0,0,1,1,0,Matches
1450,Gautier Larsonneur,fr FRA,GK,Saint-Étienne,fr Ligue 1,27,1997,34.0,3,0.09,2,1,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
1451,Hugo Larsson,se SWE,MF,Eint Frankfurt,de Bundesliga,20,2004,26.6,57,2.14,48,0,2,5,1,1,5,0.19,2,0,1,2,0,0,Matches
1452,Juanmi Latasa,es ESP,FW,Valladolid,es La Liga,23,2001,15.5,30,1.93,21,0,1,5,2,1,0,0.00,0,0,0,0,0,0,Matches
