Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive_90,PassDead_90,TO_90,Sh_90,Fld_90,Def_90,Matches
167,Kristjan Asllani,al ALB,MF,Inter,it Serie A,22,2002,10.9,31,2.82,23,6,0,1,1,0,3,0.27,2,1,0,0,0,0,Matches
168,Iago Aspas,es ESP,"FW,MF",Celta Vigo,es La Liga,36,1987,19.4,74,3.82,66,1,2,3,2,0,13,0.67,11,0,0,1,1,0,Matches
169,Yaser Asprilla,co COL,"FW,MF",Girona,es La Liga,20,2003,15.6,61,3.91,45,7,7,1,1,0,7,0.45,5,2,0,0,0,0,Matches
170,Lorenz Assignon,tg TOG,"DF,MF",Rennes,fr Ligue 1,24,2000,26.2,67,2.56,52,7,3,3,1,1,10,0.38,7,0,0,2,1,0,Matches
171,Dehmaine Assoumani,fr FRA,"MF,FW",Nantes,fr Ligue 1,19,2005,1.1,7,6.36,5,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
172,Valentin Atangana Edoa,fr FRA,MF,Reims,fr Ligue 1,18,2005,31.7,49,1.55,33,0,3,5,4,4,1,0.03,1,0,0,0,0,0,Matches
173,Arthur Atta,fr FRA,"MF,FW",Udinese,it Serie A,21,2003,13.9,46,3.31,40,2,1,2,1,0,2,0.14,0,0,0,2,0,0,Matches
174,Noah Atubolu,de GER,GK,Freiburg,de Bundesliga,22,2002,25.6,6,0.23,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
175,Emil Audero,id IDN,GK,Como,it Serie A,27,1997,8.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
176,Tommaso Augello,it ITA,DF,Cagliari,it Serie A,29,1994,30.1,73,2.42,48,21,3,1,0,0,11,0.36,10,1,0,0,0,0,Matches
177,Carlos Augusto,br BRA,DF,Inter,it Serie A,25,1999,18.1,24,1.28,18,1,0,1,2,2,3,0.16,2,0,0,1,0,0,Matches
178,Yann Aurel Bisseck,de GER,DF,Inter,it Serie A,23,2000,17.3,20,1.10,16,0,0,2,1,1,4,0.22,4,0,0,0,0,0,Matches
179,Brandon Austin,eng ENG,GK,Tottenham,eng Premier League,25,1999,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
180,Ezequiel Ávila,ar ARG,FW,Betis,es La Liga,30,1994,7.5,31,4.12,24,0,1,2,4,0,3,0.40,3,0,0,0,0,0,Matches
181,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,eng Premier League,26,1997,4.6,9,1.95,5,0,1,2,1,0,1,0.22,0,0,0,1,0,0,Matches
182,Yasin Ayari,se SWE,MF,Brighton,eng Premier League,20,2003,21.8,61,2.79,36,13,3,3,4,2,6,0.27,4,2,0,0,0,0,Matches
183,Florian Ayé,fr FRA,FW,Auxerre,fr Ligue 1,27,1997,6.4,5,0.78,4,0,0,1,0,0,2,0.31,1,0,0,1,0,0,Matches
184,André Ayew,gh GHA,FW,Le Havre,fr Ligue 1,34,1989,16.1,20,1.24,15,0,1,2,2,0,1,0.06,1,0,0,0,0,0,Matches
185,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,eng Premier League,32,1991,0.2,1,4.29,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
186,Jordan Ayew,gh GHA,"FW,MF",Leicester City,eng Premier League,32,1991,18.2,41,2.25,24,8,3,4,1,1,2,0.11,1,0,0,1,0,0,Matches
187,Neil El Aynaoui,fr FRA,MF,Lens,fr Ligue 1,23,2001,17.6,42,2.38,22,17,0,1,1,1,2,0.11,0,2,0,0,0,0,Matches
188,Ayman Azhil,ma MAR,MF,Dortmund,de Bundesliga,23,2001,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
189,Adam Aznou,ma MAR,DF,Valladolid,es La Liga,18,2006,9.7,16,1.64,11,3,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches
190,Adam Aznou,ma MAR,DF,Bayern Munich,de Bundesliga,18,2006,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
191,César Azpilicueta,es ESP,DF,Atlético Madrid,es La Liga,34,1989,9.7,8,0.82,5,2,0,0,0,1,1,0.10,1,0,0,0,0,0,Matches
192,Paulo Azzi,br BRA,DF,Cagliari,it Serie A,30,1994,4.7,15,3.17,9,2,1,2,0,1,0,0.00,0,0,0,0,0,0,Matches
193,Oussama El Azzouzi,ma MAR,MF,Bologna,it Serie A,23,2001,0.2,2,9.47,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
194,Papa Ba,es ESP,MF,Girona,es La Liga,19,2004,0.5,2,3.75,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
195,Shavy Babicka,ga GAB,"MF,FW",Toulouse,fr Ligue 1,24,2000,13.2,29,2.20,20,1,3,0,3,2,5,0.38,3,0,1,0,1,0,Matches
196,Jacopo Bacci,it ITA,MF,Empoli,it Serie A,19,2005,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
197,Aliou Badara Baldé,gn GUI,"MF,FW",Bochum,de Bundesliga,21,2002,1.0,3,2.93,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
198,Loïc Bade,fr FRA,DF,Sevilla,es La Liga,24,2000,29.8,23,0.77,20,0,1,2,0,0,2,0.07,2,0,0,0,0,0,Matches
199,Milan Badelj,hr CRO,MF,Genoa,it Serie A,35,1989,16.4,26,1.59,20,0,0,4,2,0,1,0.06,0,0,0,1,0,0,Matches
200,Benoît Badiashile,fr FRA,DF,Chelsea,eng Premier League,23,2001,3.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
201,Alex Baena,es ESP,"MF,FW",Villarreal,es La Liga,23,2001,28.8,169,5.86,108,41,4,11,4,1,21,0.73,17,2,1,0,1,0,Matches
202,Juma Bah,sl SLE,DF,Valladolid,es La Liga,18,2006,9.6,2,0.21,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
203,Juma Bah,sl SLE,DF,Lens,fr Ligue 1,18,2006,7.6,7,0.92,6,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
204,Leon Bailey,jm JAM,"FW,MF",Aston Villa,eng Premier League,26,1997,12.7,38,3.01,23,1,8,3,3,0,4,0.32,4,0,0,0,0,0,Matches
205,Eric Bailly,ci CIV,DF,Villarreal,es La Liga,30,1994,6.9,2,0.29,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
206,Theo Bair,ca CAN,FW,Auxerre,fr Ligue 1,24,1999,10.4,17,1.63,14,0,1,2,0,0,2,0.19,1,0,0,1,0,0,Matches
207,Stefan Bajcetic,es ESP,"MF,DF",Las Palmas,es La Liga,19,2004,10.8,14,1.30,10,0,0,2,2,0,1,0.09,0,0,0,1,0,0,Matches
208,Cédric Bakambu,cd COD,FW,Betis,es La Liga,33,1991,7.9,11,1.39,9,0,0,1,1,0,3,0.38,2,0,0,0,1,0,Matches
209,Mitchel Bakker,nl NED,MF,Atalanta,it Serie A,24,2000,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
210,Mitchel Bakker,nl NED,"FW,DF",Lille,fr Ligue 1,24,2000,12.7,40,3.13,28,8,2,1,1,0,4,0.31,2,1,0,0,1,0,Matches
211,Darryl Bakola,fr FRA,"DF,MF",Marseille,fr Ligue 1,16,2007,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
212,Ridle Baku,de GER,"FW,MF",Wolfsburg,de Bundesliga,26,1998,13.0,31,2.38,22,2,1,3,1,2,4,0.31,3,0,0,0,1,0,Matches
213,Ridle Baku,de GER,"DF,MF",RB Leipzig,de Bundesliga,26,1998,14.2,30,2.12,25,1,2,1,0,1,6,0.42,5,0,0,0,0,1,Matches
214,Dilane Bakwa,fr FRA,"MF,DF",Strasbourg,fr Ligue 1,21,2002,27.7,110,3.97,67,21,10,3,7,2,16,0.58,13,1,1,0,1,0,Matches
215,Tommaso Baldanzi,it ITA,"MF,FW",Roma,it Serie A,21,2003,9.2,36,3.89,23,0,6,4,2,1,4,0.43,3,0,0,0,0,1,Matches
216,Alejandro Balde,es ESP,DF,Barcelona,es La Liga,20,2003,25.4,76,2.99,60,3,3,3,7,0,12,0.47,10,0,0,0,2,0,Matches
217,Keita Baldé,sn SEN,FW,Monza,it Serie A,29,1995,7.1,21,2.97,14,0,2,3,2,0,0,0.00,0,0,0,0,0,0,Matches
218,Carlos Baleba,cm CMR,MF,Brighton,eng Premier League,20,2004,29.6,66,2.23,55,0,2,5,1,3,4,0.14,2,0,0,0,1,1,Matches
219,Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,25,1999,25.3,27,1.07,22,0,3,2,0,0,3,0.12,3,0,0,0,0,0,Matches
220,Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,32,1992,13.3,19,1.43,14,3,0,1,1,0,1,0.08,1,0,0,0,0,0,Matches
221,Fodé Ballo-Touré,sn SEN,"DF,MF",Le Havre,fr Ligue 1,27,1997,6.5,4,0.61,4,0,0,0,0,0,1,0.15,1,0,0,0,0,0,Matches
222,Botond Balogh,hu HUN,DF,Parma,it Serie A,22,2002,22.8,8,0.35,7,0,0,0,0,1,2,0.09,2,0,0,0,0,0,Matches
223,Folarin Balogun,us USA,FW,Monaco,fr Ligue 1,23,2001,6.8,19,2.78,13,0,1,4,1,0,2,0.29,0,0,1,1,0,0,Matches
224,Mario Balotelli,it ITA,"FW,MF",Genoa,it Serie A,33,1990,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
225,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,34,1990,16.8,10,0.60,8,0,0,0,0,2,0,0.00,0,0,0,0,0,0,Matches
226,Jonathan Bamba,ci CIV,"FW,MF",Celta Vigo,es La Liga,28,1996,9.0,28,3.11,24,0,2,2,0,0,4,0.44,4,0,0,0,0,0,Matches
227,Mohamed Bamba,ci CIV,MF,Reims,fr Ligue 1,19,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
228,Samuel Bamba,de GER,"FW,MF",Bochum,de Bundesliga,20,2004,0.3,2,6.67,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
229,Lameck Banda,zm ZAM,"FW,MF",Lecce,it Serie A,23,2001,6.8,23,3.39,15,1,3,1,3,0,1,0.15,1,0,0,0,0,0,Matches
230,Daniel Bandeira,pt POR,MF,Hellas Verona,it Serie A,24,2000,4.5,6,1.33,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
231,Mattia Bani,it ITA,DF,Genoa,it Serie A,30,1993,16.7,7,0.42,6,0,0,1,0,0,2,0.12,1,0,0,1,0,0,Matches
232,Noahkai Banks,us USA,DF,Augsburg,de Bundesliga,17,2006,3.1,1,0.32,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
233,Scott Banks,sct SCO,"FW,MF",St. Pauli,de Bundesliga,22,2001,1.3,3,2.35,0,0,1,1,1,0,1,0.78,0,0,0,1,0,0,Matches
234,Adrian Baquerin,es ESP,FW,Valladolid,es La Liga,17,2007,0.5,1,1.87,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
235,Antonín Barák,cz CZE,MF,Fiorentina,it Serie A,29,1994,0.6,3,5.00,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
236,Federico Barba,it ITA,DF,Como,it Serie A,30,1993,4.8,3,0.63,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
237,Valentín Barco,ar ARG,"DF,FW",Sevilla,es La Liga,20,2004,3.2,10,3.12,5,4,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
238,Valentín Barco,ar ARG,"MF,DF",Strasbourg,fr Ligue 1,20,2004,12.9,20,1.56,17,0,1,1,1,0,6,0.47,6,0,0,0,0,0,Matches
239,Bradley Barcola,fr FRA,FW,Paris S-G,fr Ligue 1,21,2002,24.2,101,4.17,87,1,5,4,2,2,20,0.83,17,0,1,2,0,0,Matches
240,Melvin Bard,fr FRA,"DF,MF",Nice,fr Ligue 1,23,2000,21.5,49,2.28,40,2,4,2,1,0,4,0.19,4,0,0,0,0,0,Matches
241,Nicolò Barella,it ITA,MF,Inter,it Serie A,27,1997,27.3,112,4.07,89,7,5,5,4,2,15,0.54,14,0,1,0,0,0,Matches
242,Gabriel Bares,ch SUI,"MF,DF",Montpellier,fr Ligue 1,23,2000,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
243,Borna Barišić,hr CRO,DF,Leganés,es La Liga,31,1992,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
244,Téo Barisic,fr FRA,DF,Lyon,fr Ligue 1,19,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
245,Kike Barja,es ESP,"FW,MF",Osasuna,es La Liga,27,1997,3.5,18,5.14,9,4,3,0,2,0,2,0.57,1,0,0,0,1,0,Matches
246,Ross Barkley,eng ENG,MF,Aston Villa,eng Premier League,30,1993,6.5,18,2.78,15,1,2,0,0,0,3,0.46,3,0,0,0,0,0,Matches
247,Aymen Barkok,ma MAR,MF,Mainz 05,de Bundesliga,26,1998,0.8,2,2.47,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
248,Harvey Barnes,eng ENG,FW,Newcastle Utd,eng Premier League,26,1997,19.5,64,3.27,44,1,7,6,6,0,9,0.46,6,0,1,1,1,0,Matches
249,Enzo Barrenechea,ar ARG,MF,Valencia,es La Liga,23,2001,24.3,44,1.81,35,1,0,1,3,4,8,0.33,5,1,0,0,1,1,Matches
250,Ander Barrenetxea,es ESP,"MF,FW",Real Sociedad,es La Liga,22,2001,14.0,42,2.99,31,1,2,5,1,2,6,0.43,4,0,0,2,0,0,Matches
251,Pablo Barrios,es ESP,MF,Atlético Madrid,es La Liga,21,2003,25.9,66,2.55,58,1,1,3,1,2,11,0.43,11,0,0,0,0,0,Matches
252,Thierno Barry,fr FRA,FW,Villarreal,es La Liga,21,2002,25.8,46,1.78,32,0,3,6,3,2,6,0.23,5,0,1,0,0,0,Matches
253,Davide Bartesaghi,it ITA,DF,Milan,it Serie A,18,2005,1.3,2,1.53,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
254,Marc Bartra,es ESP,DF,Betis,es La Liga,33,1991,23.3,13,0.56,10,0,1,2,0,0,3,0.13,1,0,0,2,0,0,Matches
255,Federico Baschirotto,it ITA,DF,Lecce,it Serie A,27,1996,38.0,17,0.45,13,2,0,2,0,0,1,0.03,0,0,0,1,0,0,Matches
256,Daniele Baselli,it ITA,MF,Como,it Serie A,32,1992,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
257,Calvin Bassey,ng NGA,DF,Fulham,eng Premier League,24,1999,34.2,23,0.67,19,1,2,0,0,1,3,0.09,2,0,0,0,0,1,Matches
258,Aboubacar Bassinga,ci CIV,MF,Las Palmas,es La Liga,19,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
259,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,25,1999,25.9,71,2.66,61,4,0,1,3,2,11,0.41,9,1,0,0,1,0,Matches
260,Augusto Batalla,ar ARG,GK,Rayo Vallecano,es La Liga,28,1996,32.0,7,0.22,6,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
261,Michy Batshuayi,be BEL,FW,Eint Frankfurt,de Bundesliga,30,1993,3.3,4,1.20,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
262,Dylan Batubinsika,cd COD,DF,Saint-Étienne,fr Ligue 1,28,1996,22.4,9,0.40,8,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
263,Maximilian Bauer,de GER,DF,Augsburg,de Bundesliga,24,2000,7.3,4,0.55,2,0,0,0,1,1,0,0.00,0,0,0,0,0,0,Matches
264,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,34,1990,28.0,10,0.36,6,4,0,0,0,0,2,0.07,0,2,0,0,0,0,Matches
265,Christoph Baumgartner,at AUT,MF,RB Leipzig,de Bundesliga,24,1999,17.9,42,2.35,31,0,3,6,1,1,6,0.34,3,0,1,2,0,0,Matches
266,Rafael Bauza,es ESP,MF,Espanyol,es La Liga,19,2005,2.0,1,0.49,0,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
267,Altay Bayındır,tr TUR,GK,Manchester Utd,eng Premier League,26,1998,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
268,Ihlas Bebou,tg TOG,MF,Hoffenheim,de Bundesliga,30,1994,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
269,Adrian Beck,de GER,"MF,FW",Heidenheim,de Bundesliga,27,1997,17.8,56,3.16,37,4,10,4,1,0,4,0.23,2,1,1,0,0,0,Matches
270,Sheraldo Becker,sr SUR,"FW,MF",Real Sociedad,es La Liga,29,1995,11.1,21,1.90,17,0,2,1,1,0,1,0.09,1,0,0,0,0,0,Matches
271,Timo Becker,de GER,DF,Holstein Kiel,de Bundesliga,27,1997,27.2,30,1.10,22,1,2,4,0,1,8,0.29,5,0,1,1,0,1,Matches
272,Jan Bednarek,pl POL,DF,Southampton,eng Premier League,28,1996,28.1,16,0.57,15,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
273,Donny van de Beek,nl NED,MF,Girona,es La Liga,27,1997,15.8,28,1.77,27,0,0,1,0,0,2,0.13,2,0,0,0,0,0,Matches
274,Hannes Behrens,de GER,DF,Hoffenheim,de Bundesliga,,,0.3,2,6.21,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
275,Kevin Behrens,de GER,FW,Wolfsburg,de Bundesliga,33,1991,1.9,8,4.24,5,1,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
276,Maximilian Beier,de GER,"FW,MF",Dortmund,de Bundesliga,21,2002,17.7,55,3.11,38,0,6,4,3,4,7,0.40,5,0,1,1,0,0,Matches
277,Luken Beitia,es ESP,DF,Real Sociedad,es La Liga,20,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
278,Ismael Bekhoucha,ma MAR,"MF,DF",Getafe,es La Liga,19,2004,0.8,1,1.30,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
279,Reda Belahyane,ma MAR,MF,Hellas Verona,it Serie A,20,2004,18.4,41,2.23,34,0,3,1,1,2,3,0.16,2,0,0,0,0,1,Matches
280,Reda Belahyane,ma MAR,MF,Lazio,it Serie A,20,2004,2.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
281,Haris Belkebla,dz ALG,MF,Angers,fr Ligue 1,30,1994,19.9,14,0.70,14,0,0,0,0,0,4,0.20,4,0,0,0,0,0,Matches
282,Yassin Belkhdim,fr FRA,MF,Angers,fr Ligue 1,22,2002,16.9,12,0.71,10,0,0,2,0,0,1,0.06,1,0,0,0,0,0,Matches
283,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,32,1991,16.0,10,0.63,7,0,0,2,0,1,3,0.19,2,0,0,1,0,0,Matches
284,Armel Bella Kotchap,de GER,DF,Southampton,eng Premier League,22,2001,3.7,2,0.54,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
285,Raoul Bellanova,it ITA,DF,Torino,it Serie A,24,2000,1.0,1,1.03,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
286,Raoul Bellanova,it ITA,DF,Atalanta,it Serie A,24,2000,26.7,56,2.10,45,8,2,0,1,0,11,0.41,10,1,0,0,0,0,Matches
287,Jean-Ricner Bellegarde,fr FRA,"MF,FW",Wolves,eng Premier League,26,1998,18.6,57,3.06,35,5,4,4,7,2,11,0.59,8,1,0,0,1,1,Matches
288,Héctor Bellerín,es ESP,DF,Betis,es La Liga,29,1995,6.4,12,1.86,11,0,1,0,0,0,2,0.31,2,0,0,0,0,0,Matches
289,Jude Bellingham,eng ENG,MF,Real Madrid,es La Liga,21,2003,27.6,105,3.80,85,1,5,8,3,3,13,0.47,11,0,0,1,1,0,Matches
290,Jeanuël Belocian,fr FRA,"DF,MF",Leverkusen,de Bundesliga,19,2005,0.8,1,1.34,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
291,Andrea Belotti,it ITA,FW,Como,it Serie A,30,1993,6.6,14,2.13,9,0,0,3,2,0,0,0.00,0,0,0,0,0,0,Matches
292,Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,25,1999,26.9,43,1.60,38,0,1,4,0,0,4,0.15,4,0,0,0,0,0,Matches
293,Lucas Beltrán,ar ARG,"FW,MF",Fiorentina,it Serie A,23,2001,20.7,63,2.90,55,1,1,2,2,2,9,0.41,8,0,0,0,1,0,Matches
294,Eliesse Ben Seghir,ma MAR,"MF,FW",Monaco,fr Ligue 1,19,2005,19.4,77,3.96,57,7,1,8,4,0,7,0.36,4,1,0,1,1,0,Matches
295,Carlos Benavídez,uy URU,MF,Alavés,es La Liga,26,1998,5.4,11,2.04,9,0,1,0,0,1,3,0.56,3,0,0,0,0,0,Matches
296,Adrian Benedyczak,pl POL,"FW,MF",Parma,it Serie A,23,2000,2.4,3,1.26,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
297,László Bénes,sk SVK,"MF,FW",Union Berlin,de Bundesliga,26,1997,6.5,30,4.58,17,12,0,1,0,0,1,0.15,0,1,0,0,0,0,Matches
298,Iker Benito,es ESP,"FW,MF",Osasuna,es La Liga,21,2002,0.4,1,2.43,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
299,Ismaël Bennacer,dz ALG,MF,Milan,it Serie A,26,1997,3.3,12,3.60,9,2,1,0,0,0,1,0.30,1,0,0,0,0,0,Matches
300,Ismaël Bennacer,dz ALG,MF,Marseille,fr Ligue 1,26,1997,7.2,25,3.48,17,4,2,1,0,1,4,0.56,2,1,0,0,0,1,Matches
301,Saïd Benrahma,dz ALG,"FW,MF",Lyon,fr Ligue 1,28,1995,8.2,27,3.31,17,7,3,0,0,0,6,0.74,5,0,1,0,0,0,Matches
302,Ramy Bensebaini,dz ALG,DF,Dortmund,de Bundesliga,29,1995,22.5,39,1.74,33,3,0,2,0,1,10,0.45,8,1,0,0,0,1,Matches
303,Nabil Bentaleb,dz ALG,MF,Lille,fr Ligue 1,29,1994,3.7,4,1.09,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
304,Rodrigo Bentancur,uy URU,MF,Tottenham,eng Premier League,27,1997,18.3,45,2.46,36,0,1,5,1,2,3,0.16,3,0,0,0,0,0,Matches
305,Daniel Bentley,eng ENG,GK,Wolves,eng Premier League,31,1993,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
306,Lucas Beraldo,br BRA,DF,Paris S-G,fr Ligue 1,20,2003,22.3,22,0.98,22,0,0,0,0,0,3,0.13,3,0,0,0,0,0,Matches
307,Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,34,1990,22.7,40,1.76,33,3,0,1,1,2,2,0.09,2,0,0,0,0,0,Matches
308,Álex Berenguer,es ESP,"FW,MF",Athletic Club,es La Liga,29,1995,26.0,98,3.77,64,19,9,2,2,2,14,0.54,6,4,2,1,1,0,Matches
309,Sander Berge,no NOR,MF,Fulham,eng Premier League,26,1998,24.7,48,1.94,43,1,1,1,0,2,2,0.08,2,0,0,0,0,0,Matches
310,Lucas Bergvall,se SWE,MF,Tottenham,eng Premier League,18,2006,13.5,22,1.63,16,4,0,2,0,0,4,0.30,3,0,0,1,0,0,Matches
311,Medon Berisha,al ALB,MF,Lecce,it Serie A,20,2003,8.0,29,3.64,17,6,1,2,2,1,2,0.25,2,0,0,0,0,0,Matches
312,Mergim Berisha,de GER,"FW,MF",Hoffenheim,de Bundesliga,26,1998,3.7,5,1.35,4,0,0,1,0,0,1,0.27,1,0,0,0,0,0,Matches
313,Mergim Berisha,de GER,FW,Augsburg,de Bundesliga,26,1998,0.4,1,2.25,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
314,Adrian Bernabe,es ESP,MF,Parma,it Serie A,23,2001,16.1,58,3.59,45,6,1,2,4,0,4,0.25,4,0,0,0,0,0,Matches
315,Marc Bernal,es ESP,MF,Barcelona,es La Liga,17,2007,2.7,1,0.37,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
316,Bernardo,br BRA,DF,Bochum,de Bundesliga,29,1995,19.8,22,1.11,18,1,0,2,0,1,0,0.00,0,0,0,0,0,0,Matches
317,Juan Bernat,es ESP,"DF,MF",Villarreal,es La Liga,31,1993,2.4,8,3.40,7,0,0,1,0,0,1,0.42,1,0,0,0,0,0,Matches
318,Juan Bernat,es ESP,"MF,DF",Getafe,es La Liga,31,1993,7.8,10,1.29,10,0,0,0,0,0,1,0.13,1,0,0,0,0,0,Matches
319,Maxime Bernauer,fr FRA,DF,Saint-Étienne,fr Ligue 1,26,1998,8.5,8,1.00,7,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
320,Antoine Bernede,fr FRA,MF,Hellas Verona,it Serie A,25,1999,6.6,22,3.33,16,2,1,1,0,2,1,0.15,0,0,1,0,0,0,Matches
321,Alexander Bernhardsson,se SWE,"FW,MF",Holstein Kiel,de Bundesliga,25,1998,14.0,36,2.57,21,5,4,4,1,1,7,0.50,2,0,2,1,1,1,Matches
322,Victor Bernth Kristiansen,dk DEN,DF,Leicester City,eng Premier League,21,2002,27.6,42,1.52,33,6,1,0,2,0,3,0.11,3,0,0,0,0,0,Matches
323,Matúš Bero,sk SVK,MF,Bochum,de Bundesliga,28,1995,28.5,120,4.21,64,41,4,6,3,2,7,0.25,2,2,2,1,0,0,Matches
324,Juan Berrocal,es ESP,DF,Getafe,es La Liga,25,1999,11.8,6,0.51,4,1,0,0,0,1,1,0.08,1,0,0,0,0,0,Matches
325,Dimitry Bertaud,cd COD,GK,Montpellier,fr Ligue 1,26,1998,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
326,Jan-Niklas Beste,de GER,"FW,MF",Freiburg,de Bundesliga,25,1999,2.4,5,2.11,2,2,0,1,0,0,1,0.42,1,0,0,0,0,0,Matches
327,Beto,gw GNB,FW,Everton,eng Premier League,26,1998,17.0,26,1.52,16,0,3,3,4,0,1,0.06,1,0,0,0,0,0,Matches
328,Sam Beukema,nl NED,DF,Bologna,it Serie A,25,1998,33.5,36,1.08,31,2,0,3,0,0,6,0.18,4,0,0,2,0,0,Matches
329,Alessandro Bianco,it ITA,MF,Monza,it Serie A,21,2002,28.9,38,1.32,33,1,0,4,0,0,0,0.00,0,0,0,0,0,0,Matches
330,Alessandro Bianco,it ITA,MF,Fiorentina,it Serie A,21,2002,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
331,Mika Biereth,dk DEN,FW,Monaco,fr Ligue 1,21,2003,13.6,38,2.78,32,0,0,3,2,1,4,0.29,3,0,0,0,1,0,Matches
332,Jaka Bijol,si SVN,DF,Udinese,it Serie A,25,1999,32.9,30,0.91,26,1,0,3,0,0,1,0.03,0,0,0,1,0,0,Matches
333,El Bilal Touré,ml MLI,"FW,MF",Stuttgart,de Bundesliga,22,2001,4.0,11,2.78,8,0,1,2,0,0,1,0.25,1,0,0,0,0,0,Matches
