,Player,Squad,Pos,GCA90,SCA90
1413,Tom Krauß,Bochum,MF,0.08,3.34
1414,Ladislav Krejčí,Girona,DF,0.15,1.07
1415,Rasmus Kristensen,Eint Frankfurt,DF,0.36,2.15
1416,Thomas Kristensen,Udinese,DF,0.05,0.87
1417,Nikola Krstović,Lecce,FW,0.21,2.56
1418,Lukas Kübler,Freiburg,DF,0.2,1.27
1419,Takefusa Kubo,Real Sociedad,"MF,FW",0.3,4.33
1420,Mohammed Kudus,West Ham,"FW,MF",0.35,3.72
1421,Dejan Kulusevski,Tottenham,"MF,FW",0.34,4.82
1422,Sael Kumbedi,Lyon,DF,0.38,1.42
1423,Marash Kumbulla,Espanyol,DF,0.06,0.48
1424,Jonah Kusi-Asare,Bayern Munich,FW,0.0,0.0
1425,Daler Kuzyaev,Le Havre,MF,0.0,0.63
1426,Khvicha Kvaratskhelia,Napoli,"FW,MF",0.46,4.35
1427,Khvicha Kvaratskhelia,Paris S-G,FW,0.79,5.89
1428,Moritz-Broni Kwarteng,Bochum,"MF,FW",0.0,4.68
1429,Giorgos Kyriakopoulos,Monza,DF,0.19,2.21
1430,Luca de la Torre,Celta Vigo,MF,0.0,0.0
1431,Rémy Labeau Lascary,Lens,"FW,MF",0.71,2.83
1432,Gaëtan Laborde,Nice,FW,0.34,3.1
1433,Nediljko Labrović,Augsburg,GK,0.0,0.07
1434,Alexandre Lacazette,Lyon,FW,0.22,2.46
1435,Younes Lachaab,Lille,"MF,FW",0.0,20.0
1436,Maxence Lacroix,Crystal Palace,DF,0.12,0.84
1437,Alban Lafont,Nantes,GK,0.0,0.17
1438,Yoel Lago,Celta Vigo,DF,0.15,0.31
1439,Konrad Laimer,Bayern Munich,DF,0.42,3.28
1440,Stefan Lainer,Gladbach,DF,0.12,1.78
1441,Kenny Lala,Brest,DF,0.2,2.68
1442,Adam Lallana,Southampton,MF,0.5,2.24
1443,Mathis Lambourde,Hellas Verona,"FW,MF",1.0,2.0
1444,Mohamed Lamine Bayo,Lille,FW,0.58,3.51
1445,Tariq Lamptey,Brighton,DF,0.31,1.78
1446,Will Lankshear,Tottenham,"FW,MF",0.0,0.0
1447,Gianluca Lapadula,Cagliari,"FW,MF",0.0,3.77
1448,Cyle Larin,Mallorca,FW,0.15,1.07
1449,Gautier Larsonneur,Saint-Étienne,GK,0.03,0.09
1450,Hugo Larsson,Eint Frankfurt,MF,0.19,2.14
1451,Juanmi Latasa,Valladolid,FW,0.0,1.93
1452,Toni Lato,Mallorca,DF,0.15,2.03
1453,Roméo Lavia,Chelsea,MF,0.23,1.58
1454,Valentino Lazaro,Torino,"DF,FW",0.31,2.03
1455,Darko Lazović,Hellas Verona,"DF,MF",0.25,1.42
1456,Manuel Lazzari,Lazio,DF,0.13,2.3
1457,Julien Le Cardinal,Brest,DF,0.13,0.91
1458,Jérémy Le Douaron,Brest,FW,0.0,0.0
1459,Enzo Le Fée,Roma,MF,0.0,2.55
1460,Robin Le Normand,Atlético Madrid,DF,0.04,0.29
1461,Nicola Leali,Genoa,GK,0.03,0.07
1462,Rafael Leão,Milan,FW,0.62,4.38
1463,Benjamin Lecomte,Montpellier,GK,0.0,0.34
1464,Pierre Lees-Melou,Brest,MF,0.24,3.07
1465,Jordan Lefort,Angers,DF,0.03,0.76
1466,Diogo Leite,Union Berlin,DF,0.11,1.17
1467,Maxim Leitsch,Mainz 05,DF,0.0,0.93
1468,Florian Lejeune,Rayo Vallecano,DF,0.11,1.0
1469,Stefan Lekovic,Monza,DF,0.0,1.47
1470,Iñigo Lekue,Athletic Club,DF,0.12,1.86
1471,Nunzio Lella,Venezia,MF,0.0,15.0
1472,Thomas Lemar,Atlético Madrid,MF,0.0,4.24
1473,Félix Lemaréchal,Strasbourg,"MF,FW",0.3,2.83
1474,Mario Lemina,Wolves,"MF,DF",0.33,1.71
1475,Clément Lenglet,Atlético Madrid,DF,0.09,0.78
1476,Bernd Leno,Fulham,GK,0.05,0.16
1477,Donovan Léon,Auxerre,GK,0.06,0.37
1478,Giovanni Leoni,Parma,DF,0.0,0.23
1479,Esteban Lepaul,Angers,FW,0.06,1.22
1480,Johann Lepenant,Nantes,MF,0.26,1.63
1481,Jefferson Lerma,Crystal Palace,"MF,DF",0.12,1.82
1482,Louis Leroux,Nantes,"MF,DF",0.33,3.31
1483,Robert Lewandowski,Barcelona,FW,0.1,1.69
1484,Jamie Leweling,Stuttgart,"MF,FW",0.49,2.82
1485,Rico Lewis,Manchester City,"DF,MF",0.14,1.47
1486,Keane Lewis-Potter,Brentford,"DF,FW",0.23,2.07
1487,Myles Lewis-Skelly,Arsenal,DF,0.0,1.91
1488,Ben Lhassine Kone,Como,MF,0.0,0.0
1489,Mattia Liberali,Milan,MF,0.0,1.48
1490,Philipp Lienhart,Freiburg,DF,0.06,0.84
1491,Matthijs de Ligt,Manchester Utd,DF,0.04,0.59
1492,Pedro Lima,Wolves,DF,0.0,5.14
1493,Victor Lindelöf,Manchester Utd,DF,0.0,0.51
1494,Jesper Lindstrøm,Everton,FW,0.07,3.35
1495,Karol Linetty,Torino,MF,0.12,1.4
1496,Samuel Lino,Atlético Madrid,"MF,DF",0.35,2.84
1497,Pol Lirola,Marseille,DF,0.26,2.12
1498,Dailon Livramento,Hellas Verona,"FW,MF",0.38,1.82
1499,Valentino Livramento,Newcastle Utd,DF,0.06,1.43
1500,Marin Ljubicic,Union Berlin,"FW,MF",0.96,2.88
1501,Javier Llabrés,Mallorca,FW,0.0,4.74
1502,Diego Llorente,Betis,DF,0.07,0.54
1503,Marcos Llorente,Atlético Madrid,"DF,MF",0.43,2.01
1504,Gautier Lloris,Le Havre,DF,0.1,0.68
1505,Giovani Lo Celso,Betis,"MF,FW",0.56,5.74
1506,Stanislav Lobotka,Napoli,MF,0.2,1.84
1507,Manuel Locatelli,Juventus,MF,0.26,3.13
1508,Bradley Locko,Brest,DF,0.0,0.93
1509,Ruben Loftus-Cheek,Milan,MF,0.17,2.95
1510,Elysée Logbo,Le Havre,FW,0.0,0.0
1511,Enzo Loiodice,Las Palmas,MF,0.0,1.71
1512,Sean Longstaff,Newcastle Utd,MF,0.23,1.58
1513,Ademola Lookman,Atalanta,"MF,FW",0.6,5.41
1514,Anthony Lopes,Nantes,GK,0.0,0.06
1515,David López,Mallorca,DF,0.0,0.0
1516,David López,Girona,DF,0.11,0.89
1517,Diego López,Valencia,"MF,FW",0.3,2.27
1518,Fer López,Celta Vigo,"FW,MF",0.4,4.02
1519,Fermin López,Barcelona,"MF,FW",0.5,4.1
1520,Javi López,Real Sociedad,DF,0.09,0.93
1521,Pau López,Girona,GK,0.0,2.0
1522,Roberto López,Leganés,MF,0.23,3.41
1523,Unai López,Rayo Vallecano,MF,0.11,2.79
1524,Iker Losada,Celta Vigo,"FW,MF",0.0,2.02
1525,Iker Losada,Betis,"MF,FW",0.0,2.14
1526,Anthony Losilla,Bochum,MF,0.16,1.5
1527,Jordan Lotomba,Nice,"MF,DF",0.0,5.14
1528,Tom Louchet,Nice,"DF,MF",0.12,3.6
1529,Sandi Lovrić,Udinese,MF,0.39,3.16
1530,Pol Lozano,Espanyol,MF,0.09,1.84
1531,Lorenzo Lucca,Udinese,FW,0.15,1.26
1532,Jhon Lucumí,Bologna,DF,0.07,1.17
1533,Yannik Lührs,Dortmund,DF,0.0,1.41
1534,José Luis Gayà,Valencia,DF,0.25,1.95
1535,José Luis Palomino,Cagliari,DF,0.08,0.58
1536,Douglas Luiz,Juventus,MF,0.17,4.75
1537,Romelu Lukaku,Napoli,FW,0.51,2.4
1538,Castello Lukeba,RB Leipzig,DF,0.06,0.97
1539,Dodi Lukebakio,Sevilla,FW,0.26,3.46
1540,Saša Lukić,Fulham,MF,0.15,2.11
1541,Milos Lukovic,Strasbourg,"FW,MF",0.0,0.0
1542,Joe Lumley,Southampton,GK,0.0,0.0
1543,Daniel Luna,Mallorca,MF,0.0,4.5
1544,Andriy Lunin,Real Madrid,GK,0.14,0.14
1545,Massimo Luongo,Ipswich Town,MF,0.0,0.0
1546,Sebastiano Luperto,Cagliari,DF,0.14,0.83
1547,Zito Luvumbo,Cagliari,"FW,MF",0.22,1.96
1548,Charalambos Lykogiannis,Bologna,DF,0.43,2.83
1549,Senne Lynen,Werder Bremen,MF,0.2,1.05
1550,Mathias Løvik,Parma,"DF,FW",0.0,0.98
1551,Othmane Maamma,Montpellier,"FW,MF",0.33,1.33
1552,Ian Maatsen,Aston Villa,DF,0.55,4.11
1553,Alexis Mac Allister,Liverpool,MF,0.52,4.15
1554,Deiver Machado,Lens,"DF,MF",0.4,2.24
1555,Lanroy Machine,Angers,FW,0.0,0.0
1556,Shuto Machino,Holstein Kiel,"FW,MF",0.41,3.41
1557,Darwin Machís,Valladolid,"MF,FW",0.14,2.11
1558,Yvann Macon,Saint-Étienne,DF,0.0,1.29
1559,James Maddison,Tottenham,MF,0.9,4.73
1560,Eros Maddy,Auxerre,DF,0.0,6.0
1561,Noni Madueke,Chelsea,FW,0.35,3.5
1562,Pablo Maffeo,Mallorca,DF,0.15,2.28
1563,Gabriel Magalhães,Arsenal,DF,0.23,1.33
1564,Soungoutou Magassa,Monaco,MF,0.09,1.67
1565,Edmond-Paris Maghoma,Brentford,"MF,FW",0.76,3.03
1566,Giangiacomo Magnani,Hellas Verona,DF,0.0,0.34
1567,Hugo Magnetti,Brest,MF,0.15,1.08
1568,Frank Magri,Toulouse,"FW,MF",0.18,1.72
1569,Harry Maguire,Manchester Utd,DF,0.0,1.02
1570,Jon Magunazelaia,Real Sociedad,MF,12.86,12.86
1571,Arne Maier,Augsburg,MF,0.38,4.23
1572,Mike Maignan,Milan,GK,0.0,0.16
1573,Patrick Mainka,Heidenheim,DF,0.06,0.82
1574,Kobbie Mainoo,Manchester Utd,MF,0.16,1.85
1575,Ainsley Maitland-Niles,Lyon,DF,0.27,2.49
1576,Radosław Majecki,Monaco,GK,0.0,0.07
1577,Lovro Majer,Wolfsburg,MF,0.59,3.85
1578,Hamidou Makalou,Brest,"FW,MF",0.0,0.0
1579,Jordy Makengo,Freiburg,DF,0.12,1.09
1580,Antoine Makoumbou,Cagliari,MF,0.21,1.59
1581,Nikola Maksimović,Montpellier,DF,0.0,1.24
1582,Tyrell Malacia,Manchester Utd,DF,0.0,1.8
1583,Jarzinho Malanga,Stuttgart,DF,0.0,0.0
1584,Julián Malatini,Werder Bremen,DF,0.4,0.99
1585,Daniel Maldini,Monza,"MF,FW",0.34,2.75
1586,Daniel Maldini,Atalanta,"FW,MF",0.35,3.14
1587,Youssef Maleh,Empoli,MF,0.12,1.79
1588,Donyell Malen,Aston Villa,FW,0.0,1.76
1589,Donyell Malen,Dortmund,"FW,MF",0.44,1.76
1590,Ruslan Malinovskyi,Genoa,"MF,FW",0.47,3.98
1591,Lennard Maloney,Heidenheim,MF,0.0,0.83
1592,Lennard Maloney,Mainz 05,MF,0.0,0.0
1593,Aaron Malouda,Lille,FW,0.0,0.0
1594,Giorgi Mamardashvili,Valencia,GK,0.06,0.26
1595,Dennis Man,Parma,"FW,MF",0.32,3.61
1596,Hianga Mananga Mbock,Brest,MF,0.0,0.0
1597,Gianluca Mancini,Roma,DF,0.06,1.17
1598,Steve Mandanda,Rennes,GK,0.0,0.24
1599,Christos Mandas,Lazio,GK,0.11,0.22
1600,Reinildo Mandava,Atlético Madrid,DF,0.1,0.67
1601,Aïssa Mandi,Lille,DF,0.1,1.19
1602,Rolando Mandragora,Fiorentina,MF,0.23,2.61
1603,Mateus Mane,Wolves,MF,0.0,0.0
1604,Orel Mangala,Everton,MF,0.07,1.72
1605,Orel Mangala,Lyon,MF,0.0,4.03
1606,Ryan Manning,Southampton,"DF,MF",0.18,3.08
1607,Javier Manquillo,Celta Vigo,DF,0.0,0.18
1608,Johan Manzambi,Freiburg,"FW,MF",0.54,3.49
1609,Alberto Manzoni,Atalanta,MF,0.0,15.0
1610,Sekou Mara,Strasbourg,"FW,MF",0.23,1.17
1611,Alessandro Marcandalli,Genoa,DF,0.0,0.0
1612,Alessandro Marcandalli,Venezia,DF,0.0,0.25
1613,Marcão,Sevilla,DF,0.0,0.33
1614,Solly March,Brighton,"FW,MF",1.08,3.77
1615,Filip Marchwiński,Lecce,MF,0.0,0.0
1616,Óscar de Marcos,Athletic Club,DF,0.46,2.7
1617,Alberto Marí,Valencia,FW,0.0,12.86
1618,Pablo Marí,Monza,DF,0.06,0.88
1619,Pablo Marí,Fiorentina,DF,0.0,0.82
1620,José María Giménez,Atlético Madrid,DF,0.05,0.32
1621,Luca Marianucci,Empoli,DF,0.0,1.01
1622,Mirko Marić,Monza,"FW,MF",0.0,1.68
1623,Mirko Marić,Venezia,FW,0.0,2.27
1624,Arkaitz Mariezkurrena,Real Sociedad,"FW,MF",0.37,2.61
1625,Rafa Marín,Napoli,DF,0.0,0.0
1626,Pablo Marín,Real Sociedad,MF,0.15,1.89
1627,Răzvan Marin,Cagliari,MF,0.13,3.97
1628,Guillermo Maripán,Torino,DF,0.08,0.73
1629,Mika Mármol,Las Palmas,DF,0.15,1.46
1630,Omar Marmoush,Manchester City,"FW,MF",0.15,2.99
1631,Omar Marmoush,Eint Frankfurt,FW,1.31,5.66
1632,Mario Maroto,Valladolid,MF,1.41,2.81
1633,Marquinhos,Paris S-G,DF,0.05,1.62
1634,Unai Marrero,Real Sociedad,GK,0.0,0.0
1635,Ange Martial Tia,Reims,"MF,DF",0.0,2.11
1636,Aarón Martín,Genoa,DF,0.38,2.77
1637,Carlos Martín,Alavés,"FW,MF",0.2,1.96
1638,Diego Martín,Las Palmas,FW,0.0,4.5
1639,Gerard Martín,Barcelona,DF,0.26,2.34
1640,Iván Martín,Girona,MF,0.18,2.47
1641,Jon Martin,Real Sociedad,DF,0.1,0.8
1642,Jonas Martin,Brest,MF,0.36,1.45
1643,Mario Martín,Valladolid,MF,0.05,1.7
1644,Gabriel Martinelli,Arsenal,"FW,MF",0.27,2.91
1645,Arnau Martinez,Girona,"DF,MF",0.21,1.92
1646,Emiliano Martínez,Aston Villa,GK,0.03,0.17
1647,Iñigo Martínez,Barcelona,DF,0.33,1.63
1648,Javi Martínez,Osasuna,MF,0.0,0.0
1649,Josep Martinez,Inter,GK,0.0,0.2
1650,Lautaro Martínez,Inter,FW,0.28,2.7
1651,Lisandro Martínez,Manchester Utd,DF,0.1,1.34
1652,Lucas Martínez Quarta,Fiorentina,DF,0.0,1.03
1653,Ramón Martínez,Sevilla,DF,0.0,2.07
1654,Toni Martínez,Alavés,FW,0.09,2.4
1655,Kevin Martins,Monza,"MF,DF",0.49,0.98
1656,Javi Martón,Athletic Club,"FW,MF",0.0,1.73
1657,Adam Marušić,Lazio,DF,0.12,1.27
1658,Marvin,Las Palmas,"DF,FW",0.17,1.21
1659,Omar Mascarell,Mallorca,MF,0.0,0.68
1660,Adam Masina,Torino,DF,0.19,0.98
1661,Patrizio Masini,Genoa,MF,0.18,1.4
1662,Giorgos Masouras,Bochum,"FW,MF",0.43,2.47
1663,Erhan Mašović,Bochum,DF,0.1,0.69
1664,Han-Noah Massengo,Auxerre,MF,0.09,1.03
1665,Clinton Mata,Lyon,DF,0.23,0.95
1666,Jaime Mata,Las Palmas,"FW,MF",0.14,2.19
1667,Igor Matanovic,Eint Frankfurt,FW,0.29,2.31
1668,Pape Matar Sarr,Tottenham,MF,0.33,2.12
1669,Eliot Matazo,Monaco,MF,0.0,1.3
1670,Jean-Philippe Mateta,Crystal Palace,FW,0.34,2.21
1671,Nemanja Matić,Lyon,MF,0.18,2.2
1672,Rudy Matondo,Auxerre,MF,0.0,0.0
1673,Chrislain Matsima,Augsburg,DF,0.04,0.6
1674,Jean Mattéo Bahoya,Eint Frankfurt,"MF,FW",0.59,4.01
1675,Alan Matturro,Genoa,DF,0.0,0.9
1676,Azor Matusiwa,Rennes,MF,0.26,1.99
1677,Neal Maupay,Marseille,FW,0.43,1.9
1678,Maurides,St. Pauli,FW,0.0,0.0
1679,Stephy Mavididi,Leicester City,FW,0.39,2.78
1680,Konstantinos Mavropanos,West Ham,DF,0.0,0.7
1681,Christian Mawissa,Monaco,DF,0.0,0.42
1682,Keke Maximilian Topp,Werder Bremen,"FW,MF",0.71,3.93
1683,Borja Mayoral,Getafe,FW,0.16,1.54
1684,Senny Mayulu,Paris S-G,MF,0.67,4.23
1685,Noussair Mazraoui,Manchester Utd,DF,0.03,1.78
1686,Andrea Mazza,Monza,GK,0.0,0.0
1687,Luca Mazzitelli,Como,MF,0.27,3.5
1688,Pasquale Mazzocchi,Napoli,"DF,FW",0.0,2.3
1689,Samuel Mbangula,Juventus,FW,0.63,2.92
1690,Ethan Mbappé,Lille,"MF,FW",0.81,7.74
1691,Kylian Mbappé,Real Madrid,FW,0.46,4.12
1692,Ibrahim Mbaye,Paris S-G,"FW,MF",0.53,2.12
1693,Bryan Mbeumo,Brentford,FW,0.53,3.8
1694,James Mcatee,Manchester City,"MF,FW",0.26,1.03
1695,Kasey McAteer,Leicester City,FW,0.21,2.11
1696,Oliver McBurnie,Las Palmas,FW,0.29,2.06
1697,Alex McCarthy,Southampton,GK,0.0,0.0
1698,John McGinn,Aston Villa,"MF,FW",0.32,3.08
1699,Scott McKenna,Las Palmas,DF,0.0,0.44
1700,Weston McKennie,Juventus,"MF,DF",0.35,2.34
1701,Mark McKenzie,Toulouse,DF,0.04,0.5
1702,Dwight McNeil,Everton,"MF,FW",0.66,4.73
1703,Scott McTominay,Manchester Utd,MF,0.0,4.74
1704,Scott McTominay,Napoli,MF,0.31,2.11
1705,Jakov Medić,Bochum,DF,0.06,0.56
1706,Facundo Medina,Lens,DF,0.11,2.41
1707,Ben Mee,Brentford,DF,0.0,0.0
1708,Jayden Meghoma,Brentford,DF,0.0,0.0
1709,Henrik Meister,Rennes,FW,1.43,4.29
1710,Bamo Meïté,Montpellier,DF,0.0,0.42
1711,Bamo Meïté,Marseille,DF,0.0,0.0
1712,Mohamed Meité,Rennes,FW,0.17,2.17
1713,Mateo Mejía,Sevilla,FW,0.0,8.18
1714,Farid El Melali,Angers,FW,0.52,3.18
1715,Filippo Melegoni,Genoa,"MF,FW",1.01,1.01
1716,Arthur Melo,Girona,MF,0.1,1.43
1717,Nuno Mendes,Paris S-G,DF,0.32,3.87
1718,Brais Méndez,Real Sociedad,MF,0.12,2.53
1719,Antoine Mendy,Nice,DF,0.22,1.42
1720,Ferland Mendy,Real Madrid,DF,0.09,0.45
1721,Nampalys Mendy,Lens,MF,0.31,1.68
1722,Nobel Mendy,Betis,DF,0.0,0.83
1723,Gideon Mensah,Auxerre,DF,0.2,2.01
1724,Alex Meret,Napoli,GK,0.0,0.06
1725,Mikel Merino,Arsenal,"MF,FW",0.23,2.44
1726,Quentin Merlin,Marseille,DF,0.51,3.34
1727,Víctor Meseguer,Valladolid,MF,0.22,1.72
1728,Rafik Messali,Toulouse,DF,0.39,3.16
1729,Junior Messias,Genoa,"MF,FW",0.32,2.44
1730,Connor Metcalfe,St. Pauli,"MF,FW",0.0,1.5
1731,Karol Mets,St. Pauli,DF,0.0,0.9
1732,Thomas Meunier,Lille,DF,0.33,1.73
1733,Alexander Meyer,Dortmund,GK,0.0,0.5
1734,Shumaira Mheuka,Chelsea,MF,0.0,0.0
1735,Lucas Michal,Monaco,"FW,MF",0.77,5.38
1736,Florian Micheler,Hoffenheim,MF,0.0,0.0
1737,Miguel,Leganés,FW,0.31,1.46
1738,Valentin Mihaila,Parma,"FW,MF",0.35,3.36
1739,Georges Mikautadze,Lyon,FW,0.75,3.05
1740,Igor Miladinović,Saint-Étienne,"FW,MF",0.0,0.0
1741,Nikola Milenković,Nott'ham Forest,DF,0.08,0.57
1742,Lewis Miley,Newcastle Utd,MF,0.0,1.15
1743,Vanja Milinković-Savić,Torino,GK,0.0,0.27
1744,Éder Militão,Real Madrid,DF,0.1,1.15
1745,Luis Milla,Getafe,MF,0.19,4.07
1746,Pere Milla,Espanyol,"MF,FW",0.2,2.57
1747,Enzo Millot,Stuttgart,"MF,FW",0.49,3.22
1748,James Milner,Brighton,MF,0.0,4.24
1749,Kim Min-jae,Bayern Munich,DF,0.08,1.03
1750,Yerry Mina,Cagliari,DF,0.07,0.91
1751,Takumi Minamino,Monaco,"MF,FW",0.28,3.23
1752,Lucas Mincarelli,Montpellier,DF,0.0,0.75
1753,Tyrone Mings,Aston Villa,DF,0.16,1.45
1754,Óscar Mingueza,Celta Vigo,"MF,DF",0.46,3.2
1755,Kim Minsu,Girona,"MF,FW",0.0,0.0
1756,Yankuba Minteh,Brighton,"FW,MF",0.64,3.14
1757,Bojan Miovski,Girona,FW,0.41,1.03
1758,Rafa Mir,Valencia,"FW,MF",0.48,1.31
1759,Juan Miranda,Bologna,DF,0.51,3.79
1760,Fabio Miretti,Genoa,"MF,FW",0.32,2.84
1761,Tyrick Mitchell,Crystal Palace,DF,0.2,2.1
1762,Kaoru Mitoma,Brighton,"FW,MF",0.35,3.01
1763,Maximilian Mittelstädt,Stuttgart,DF,0.55,3.57
1764,Koji Miyoshi,Bochum,"FW,MF",0.0,1.75
1765,Henrikh Mkhitaryan,Inter,MF,0.45,3.8
1766,Jakub Moder,Brighton,MF,0.0,32.73
1767,Rui Modesto,Udinese,"DF,MF",0.3,3.4
1768,Luka Modrić,Real Madrid,MF,0.74,6.01
1769,Max Moerstedt,Hoffenheim,FW,0.0,3.18
1770,Terem Moffi,Nice,FW,3.05,7.63
1771,Mostafa Mohamed,Nantes,FW,0.14,1.22
1772,Johan Mojica,Mallorca,DF,0.2,2.71
1773,David Mokwa,Hoffenheim,"DF,FW",0.0,0.0
1774,Alberto Moleiro,Las Palmas,"FW,MF",0.2,3.52
1775,Nahuel Molina,Atlético Madrid,DF,0.28,2.49
1776,Florent Mollet,Nantes,"MF,FW",0.0,3.7
1777,Jon Moncayola,Osasuna,MF,0.17,2.87
1778,Jeremy Monga,Leicester City,"FW,MF",0.0,1.61
1779,Gonzalo Montiel,Sevilla,"DF,MF",0.0,1.59
1780,Lorenzo Montipò,Hellas Verona,GK,0.0,0.14
1781,Mikey Moore,Tottenham,FW,0.49,2.95
1782,Álvaro Morata,Milan,"FW,MF",0.25,1.72
1783,Morato,Nott'ham Forest,DF,0.0,0.3
1784,Diego Moreira,Strasbourg,"DF,MF",0.35,2.35
1785,Alberto Moreno,Como,DF,0.1,1.88
1786,Álex Moreno,Nott'ham Forest,"DF,MF",0.19,1.51
1787,Gerard Moreno,Villarreal,FW,0.5,4.87
1788,Matias Moreno,Fiorentina,DF,0.0,1.87
1789,Xavier Moreno,Valladolid,FW,0.0,0.0
1790,Tete Morente,Lecce,"FW,MF",0.18,2.72
1791,Mateu Morey,Mallorca,DF,0.12,1.46
1792,Ilaix Moriba,Celta Vigo,MF,0.21,2.32
1793,Manu Morlanes,Mallorca,MF,0.0,2.35
1794,Nikola Moro,Bologna,MF,0.44,3.56
1795,Raúl Moro,Valladolid,"MF,FW",0.35,3.61
1796,Sam Morsy,Ipswich Town,MF,0.07,1.67
1797,Gabriel Moscardo,Reims,"MF,DF",0.0,0.0
1798,Cristhian Mosquera,Valencia,DF,0.03,0.38
1799,Daniel Mosquera,Hellas Verona,FW,0.2,2.82
1800,Yerson Mosquera,Wolves,DF,0.0,1.02
1801,Dany Mota,Monza,"FW,MF",0.13,2.35
1802,Yael Mouanga,Montpellier,DF,0.0,0.57
1803,Aimen Moueffek,Saint-Étienne,MF,0.26,1.82
1804,Youssoufa Moukoko,Nice,"FW,MF",0.44,2.62
1805,Steve Mounié,Augsburg,"FW,MF",0.0,1.82
1806,Mason Mount,Manchester Utd,MF,0.0,3.18
1807,Santiago Mouriño,Alavés,DF,0.1,0.54
1808,Louis Mouton,Saint-Étienne,MF,0.17,2.41
1809,Divin Mubama,Manchester City,FW,0.0,0.0
1810,Mykhailo Mudryk,Chelsea,FW,0.0,3.6
1811,Ngal'Ayel Mukau,Lille,MF,0.08,1.51
1812,Nordi Mukiele,Leverkusen,DF,0.1,1.5
1813,Florian Müller,Freiburg,GK,0.0,0.0
1814,Kevin Müller,Heidenheim,GK,0.03,0.12
1815,Marius Müller,Wolfsburg,GK,0.0,0.0
1816,Thomas Müller,Bayern Munich,"MF,FW",0.66,5.36
1817,Abdul Mumin,Rayo Vallecano,DF,0.13,0.49
1818,Marshall Munetsi,Wolves,"MF,FW",0.08,1.75
1819,Marshall Munetsi,Reims,MF,0.21,2.18
1820,Rodrigo Muniz,Fulham,FW,0.19,1.59
1821,Aihen Muñoz,Real Sociedad,DF,0.0,0.82
1822,Álex Muñoz,Las Palmas,DF,0.0,0.95
1823,Daniel Muñoz,Crystal Palace,DF,0.31,2.37
1824,Iker Muñoz,Osasuna,MF,0.29,2.21
1825,Javier Muñoz,Las Palmas,"MF,DF",0.28,2.02
1826,Víctor Muñoz,Real Madrid,"FW,DF",2.5,2.5
1827,Arijanet Muric,Ipswich Town,GK,0.0,0.06
1828,Murillo,Nott'ham Forest,DF,0.06,1.24
1829,Vedat Muriqi,Mallorca,FW,0.26,1.97
1830,Jacob Murphy,Newcastle Utd,FW,0.57,3.13
1831,Bob Murphy Omoregbe,Milan,MF,0.0,0.0
1832,Yunus Musah,Milan,"MF,FW",0.23,2.58
1833,Jamal Musiala,Bayern Munich,MF,0.45,5.56
1834,Florent Muslija,Freiburg,"FW,MF",0.54,3.77
1835,Almoatasem Al Musrati,Monaco,MF,0.23,3.51
1836,Juan Musso,Atalanta,GK,0.0,0.0
1837,Juan Musso,Atlético Madrid,GK,0.0,0.0
1838,Kingstone Mutandwa,Cagliari,"FW,MF",0.0,0.71
1839,Junior Mwanga,Le Havre,MF,0.47,2.27
1840,Junior Mwanga,Strasbourg,MF,0.0,0.61
1841,Phillipp Mwene,Mainz 05,DF,0.35,2.18
1842,Vitaliy Mykolenko,Everton,DF,0.12,1.26
1843,Joakim Mæhle,Wolfsburg,DF,0.33,1.69
1844,Obite N'Dicka,Roma,DF,0.08,0.87
1845,Konan N'dri,Lecce,"FW,MF",0.0,3.84
1846,Loïc N'Gatta,Auxerre,DF,0.0,0.0
1847,Nathan N'Goumou,Gladbach,FW,0.54,2.39
1848,Djylian N'Guessan,Saint-Étienne,FW,0.5,1.49
1849,Stanley N'Soki,Hoffenheim,DF,0.07,1.31
1850,Mickael Nade,Saint-Étienne,DF,0.2,0.65
1851,Bilal Nadir,Marseille,MF,0.23,3.99
1852,Mahamadou Nagida,Rennes,DF,0.0,2.06
1853,Keito Nakamura,Reims,"FW,MF",0.24,2.31
1854,Sebastian Nanasi,Strasbourg,"MF,FW",0.73,3.63
1855,Yael Nandjou,Nice,DF,0.0,2.34
1856,Nikolas Nartey,Stuttgart,MF,0.0,0.0
1857,Matija Nastasić,Leganés,DF,0.04,0.26
1858,Natan,Betis,DF,0.0,0.46
1859,Pau Navarro,Villarreal,DF,0.1,0.59
1860,Roberto Navarro,Mallorca,"MF,FW",0.14,3.1
1861,Jesús Navas,Sevilla,"FW,MF",0.0,3.18
1862,Michel Ndary Adopo,Cagliari,MF,0.19,1.87
1863,Youssouf Ndayishimiye,Nice,DF,0.09,1.4
1864,Iliman Ndiaye,Everton,FW,0.3,2.41
1865,Junior Ndiaye,Montpellier,FW,0.0,1.84
1866,Rassoul Ndiaye,Le Havre,MF,0.17,1.87
1867,Wilfred Ndidi,Leicester City,MF,0.15,1.2
1868,Wilfried Ndollo,Montpellier,DF,0.0,0.9
1869,Tanguy Ndombele,Nice,MF,0.32,2.46
1870,Cher Ndour,Fiorentina,"MF,DF",0.0,2.22
1871,Dan Ndoye,Bologna,FW,0.38,3.7
1872,Paul Nebel,Mainz 05,MF,0.23,3.23
1873,Kosta Nedeljković,Aston Villa,DF,0.0,0.0
1874,Kosta Nedeljković,RB Leipzig,DF,0.0,1.13
