,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 37_level_0
,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
2278,2192,Diafra Sakho,sn SEN,FW,Rennes,fr Ligue 1,27,1989,13,7,778,8.6,2,0,2,2,0,0,1,0,4.1,4.1,0.2,4.4,4,7,43,0.23,0.00,0.23,0.23,0.23,0.48,0.02,0.50,0.48,0.50,Matches
2279,2193,Mamadou Sakho,fr FRA,DF,Crystal Palace,eng Premier League,27,1990,19,18,1600,17.8,1,2,3,1,0,0,1,0,1.2,1.2,1.1,2.3,4,43,3,0.06,0.11,0.17,0.06,0.17,0.07,0.06,0.13,0.07,0.13,Matches
2280,2194,Bakary Sako,ml MLI,"FW,MF",Crystal Palace,eng Premier League,29,1988,16,4,478,5.3,3,0,3,3,0,0,0,0,1.9,1.9,1.1,3.0,20,8,43,0.56,0.00,0.56,0.56,0.56,0.36,0.20,0.56,0.36,0.56,Matches
2281,2195,Emiliano Sala,ar ARG,FW,Nantes,fr Ligue 1,26,1990,36,34,3031,33.7,12,4,16,8,4,5,4,1,16.2,12.3,2.7,15.0,34,67,223,0.36,0.12,0.48,0.24,0.36,0.48,0.08,0.56,0.36,0.45,Matches
2282,2196,Jacopo Sala,it ITA,DF,Sampdoria,it Serie A,25,1991,13,12,992,11.0,0,0,0,0,0,0,1,1,0.1,0.1,0.2,0.2,24,62,29,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches
2283,2197,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,25,1992,36,34,2907,32.3,32,10,42,31,1,2,1,0,24.1,22.6,7.5,30.1,95,97,393,0.99,0.31,1.30,0.96,1.27,0.75,0.23,0.98,0.70,0.93,Matches
2284,2198,Bartosz Salamon,pl POL,DF,SPAL,it Serie A,26,1991,22,20,1725,19.2,0,0,0,0,0,0,5,0,1.0,1.0,0.3,1.3,28,90,5,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07,Matches
2285,2199,Carlos Salcedo,mx MEX,DF,Eint Frankfurt,de Bundesliga,23,1993,20,17,1607,17.9,0,0,0,0,0,0,5,0,0.2,0.2,0.0,0.2,6,65,7,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
2286,2200,Eddie Salcedo,it ITA,FW,Genoa,it Serie A,15,2001,2,0,34,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.24,0.24,0.24,Matches
2287,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
2288,2201,Yannis Salibur,fr FRA,"FW,MF",Guingamp,fr Ligue 1,26,1991,22,19,1521,16.9,3,3,6,3,0,0,4,0,3.7,3.7,3.7,7.4,73,66,136,0.18,0.18,0.36,0.18,0.36,0.22,0.22,0.44,0.22,0.44,Matches
2289,2202,Sejad Salihović,ba BIH,MF,Hamburger SV,de Bundesliga,32,1984,10,4,370,4.1,1,1,2,0,1,1,1,0,1.0,0.2,0.6,0.9,4,19,23,0.24,0.24,0.49,0.00,0.24,0.24,0.16,0.40,0.06,0.22,Matches
2290,2203,Yoann Salmier,gf GUF,DF,Strasbourg,fr Ligue 1,24,1992,14,12,1107,12.3,0,1,1,0,0,0,2,0,0.4,0.4,0.1,0.6,6,29,2,0.00,0.08,0.08,0.00,0.08,0.03,0.01,0.05,0.03,0.05,Matches
2291,2204,Mamadou Samassa,ml MLI,GK,Troyes,fr Ligue 1,27,1990,21,21,1890,21.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2292,2205,Brice Samba,fr FRA,GK,Caen,fr Ligue 1,23,1994,4,3,316,3.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2293,2206,Junior Sambia,fr FRA,MF,Montpellier,fr Ligue 1,20,1996,28,16,1543,17.1,1,4,5,1,0,0,3,0,1.9,1.9,3.4,5.3,44,76,131,0.06,0.23,0.29,0.06,0.29,0.11,0.20,0.31,0.11,0.31,Matches
2294,2207,Frédéric Sammaritano,fr FRA,"FW,MF",Dijon,fr Ligue 1,31,1986,26,16,1429,15.9,0,4,4,0,0,0,1,0,1.7,1.7,2.3,4.0,45,76,109,0.00,0.25,0.25,0.00,0.25,0.11,0.14,0.25,0.11,0.25,Matches
2295,2208,Sergi Samper,es ESP,MF,Las Palmas,es La Liga,22,1995,2,2,143,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2296,2209,Jairo Samperio,es ESP,"FW,MF",Las Palmas,es La Liga,24,1993,11,6,556,6.2,0,0,0,0,0,0,1,0,0.7,0.7,0.4,1.1,12,18,44,0.00,0.00,0.00,0.00,0.00,0.11,0.07,0.18,0.11,0.18,Matches
2297,2210,Jairo Samperio,es ESP,"MF,FW",Mainz 05,de Bundesliga,24,1993,2,0,36,0.4,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,1,4,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.23,0.23,0.23,Matches
2298,2211,Mario Sampirisi,it ITA,DF,Crotone,it Serie A,24,1992,31,24,2194,24.4,0,0,0,0,0,0,2,0,0.3,0.3,0.8,1.1,24,109,33,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches
2299,2212,Mikel San José,es ESP,MF,Athletic Club,es La Liga,28,1989,26,24,2155,23.9,1,1,2,1,0,0,5,0,1.6,1.6,1.2,2.8,16,121,36,0.04,0.04,0.08,0.04,0.08,0.07,0.05,0.12,0.07,0.12,Matches
2300,2213,Antonio Sanabria,py PAR,FW,Betis,es La Liga,21,1996,17,8,853,9.5,8,0,8,8,0,0,0,0,5.1,5.1,0.1,5.2,11,7,51,0.84,0.00,0.84,0.84,0.84,0.54,0.01,0.55,0.54,0.55,Matches
2301,2214,Renato Sanches,pt POR,MF,Swansea City,eng Premier League,19,1997,12,9,702,7.8,0,0,0,0,0,0,1,0,0.5,0.5,0.3,0.8,32,45,33,0.00,0.00,0.00,0.00,0.00,0.06,0.04,0.10,0.06,0.10,Matches
2302,2215,Alexis Sánchez,cl CHI,"MF,FW",Arsenal,eng Premier League,28,1988,19,17,1503,16.7,7,3,10,6,1,1,4,0,8.1,7.3,4.9,12.2,50,149,218,0.42,0.18,0.60,0.36,0.54,0.49,0.29,0.78,0.44,0.73,Matches
2303,2216,Alexis Sánchez,cl CHI,"FW,MF",Manchester Utd,eng Premier League,28,1988,12,12,1043,11.6,2,3,5,2,0,1,1,0,2.7,1.8,2.4,4.3,29,70,102,0.17,0.26,0.43,0.17,0.43,0.23,0.21,0.44,0.16,0.37,Matches
2304,2217,Carlos Sánchez,co COL,"MF,DF",Fiorentina,it Serie A,31,1986,9,3,368,4.1,1,0,1,1,0,0,2,0,0.8,0.8,0.0,0.8,2,21,2,0.24,0.00,0.24,0.24,0.24,0.21,0.00,0.21,0.21,0.21,Matches
2305,2218,Carlos Sánchez,co COL,MF,Espanyol,es La Liga,31,1986,14,13,1122,12.5,0,0,0,0,0,0,3,0,0.1,0.1,0.3,0.4,2,36,3,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.03,0.01,0.03,Matches
2306,2219,Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,21,1996,31,29,2534,28.2,0,0,0,0,0,0,1,1,0.5,0.5,0.1,0.7,8,82,2,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
2307,2220,Sergio Sánchez,es ESP,DF,Espanyol,es La Liga,31,1986,2,1,101,1.1,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,3,3,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10,Matches
2308,2221,Víctor Sánchez,es ESP,"MF,DF",Espanyol,es La Liga,29,1987,30,29,2457,27.3,0,2,2,0,0,0,13,0,0.5,0.5,0.5,1.0,21,101,61,0.00,0.07,0.07,0.00,0.07,0.02,0.02,0.04,0.02,0.04,Matches
2309,2222,Jadon Sancho,eng ENG,FW,Dortmund,de Bundesliga,17,2000,12,7,690,7.7,1,4,5,1,0,0,0,0,1.9,1.9,2.9,4.7,40,31,94,0.13,0.52,0.65,0.13,0.65,0.24,0.38,0.62,0.24,0.62,Matches
2310,2223,Sandro,br BRA,MF,Benevento,it Serie A,28,1989,14,13,1153,12.8,1,0,1,1,0,0,4,0,0.7,0.7,0.3,1.0,3,49,10,0.08,0.00,0.08,0.08,0.08,0.06,0.02,0.08,0.06,0.08,Matches
2311,2224,Alex Sandro,br BRA,DF,Juventus,it Serie A,26,1991,26,23,2117,23.5,4,3,7,4,0,0,8,0,1.6,1.6,2.8,4.4,93,136,168,0.17,0.13,0.30,0.17,0.30,0.07,0.12,0.19,0.07,0.19,Matches
2312,2225,Arona Sané,sn SEN,"MF,FW",Atlético Madrid,es La Liga,22,1995,1,0,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,10,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
2313,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
2314,2226,Lamine Sané,sn SEN,DF,Werder Bremen,de Bundesliga,30,1987,11,9,786,8.7,1,0,1,1,0,0,1,0,0.3,0.3,0.0,0.3,2,31,1,0.11,0.00,0.11,0.11,0.11,0.03,0.00,0.03,0.03,0.03,Matches
2315,2227,Leroy Sané,de GER,FW,Manchester City,eng Premier League,21,1996,32,27,2419,26.9,10,15,25,10,0,0,4,0,5.8,5.8,6.8,12.5,102,68,416,0.37,0.56,0.93,0.37,0.93,0.21,0.25,0.47,0.21,0.47,Matches
2316,2228,Salif Sané,sn SEN,DF,Hannover 96,de Bundesliga,26,1990,32,32,2879,32.0,4,1,5,4,0,0,6,0,1.9,1.9,0.6,2.5,33,138,13,0.13,0.03,0.16,0.13,0.16,0.06,0.02,0.08,0.06,0.08,Matches
2317,2229,Ibrahim Sangaré,ci CIV,MF,Toulouse,fr Ligue 1,19,1997,20,18,1588,17.6,1,2,3,1,0,0,5,0,1.0,1.0,1.4,2.4,34,126,23,0.06,0.11,0.17,0.06,0.17,0.05,0.08,0.13,0.05,0.13,Matches
2318,2230,Younousse Sankharé,sn SEN,MF,Bordeaux,fr Ligue 1,27,1989,29,20,1881,20.9,7,1,8,7,0,0,5,0,5.5,5.5,1.6,7.1,39,115,43,0.33,0.05,0.38,0.33,0.38,0.26,0.08,0.34,0.26,0.34,Matches
2319,2231,Baissama Sankoh,gn GUI,"MF,DF",Caen,fr Ligue 1,25,1992,26,15,1540,17.1,0,0,0,0,0,0,3,0,0.1,0.1,1.2,1.3,16,52,19,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.08,0.01,0.08,Matches
2320,2232,Siriki Sanogo,ci CIV,MF,Benevento,it Serie A,15,2001,2,0,39,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09,Matches
2321,2233,Yaya Sanogo,fr FRA,FW,Toulouse,fr Ligue 1,24,1993,27,17,1513,16.8,6,0,6,6,0,0,6,0,7.7,7.7,0.4,8.2,10,33,96,0.36,0.00,0.36,0.36,0.36,0.46,0.03,0.48,0.46,0.48,Matches
2322,2234,Morgan Sanson,fr FRA,MF,Marseille,fr Ligue 1,22,1994,33,25,2165,24.1,9,2,11,9,0,0,8,0,5.7,5.7,3.6,9.3,93,94,195,0.37,0.08,0.46,0.37,0.46,0.24,0.15,0.39,0.24,0.39,Matches
2323,2235,Nicola Sansone,it ITA,"FW,MF",Villarreal,es La Liga,25,1991,18,5,635,7.1,5,1,6,4,1,1,1,0,2.9,2.1,1.3,3.3,22,17,75,0.71,0.14,0.85,0.57,0.71,0.41,0.18,0.59,0.30,0.47,Matches
2324,2236,Baptiste Santamaria,fr FRA,MF,Angers,fr Ligue 1,22,1995,31,30,2591,28.8,0,0,0,0,0,0,6,0,0.6,0.6,0.8,1.3,29,134,15,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05,Matches
2325,2237,Ivan Santini,hr CRO,FW,Caen,fr Ligue 1,28,1989,32,31,2777,30.9,11,1,12,6,5,6,3,0,15.0,10.3,1.4,11.7,10,45,203,0.36,0.03,0.39,0.19,0.23,0.49,0.04,0.53,0.33,0.38,Matches
2326,2238,Davide Santon,it ITA,DF,Inter,it Serie A,26,1991,15,9,836,9.3,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.2,30,32,33,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
2327,2239,Christian Santos,ve VEN,FW,Alavés,es La Liga,29,1988,10,5,436,4.8,2,0,2,2,0,0,3,1,0.9,0.9,0.0,1.0,0,6,16,0.41,0.00,0.41,0.41,0.41,0.19,0.01,0.20,0.19,0.20,Matches
2328,2240,Douglas Santos,br BRA,DF,Hamburger SV,de Bundesliga,23,1994,27,26,2378,26.4,1,1,2,1,0,0,6,0,1.0,1.0,1.9,2.9,80,129,94,0.04,0.04,0.08,0.04,0.08,0.04,0.07,0.11,0.04,0.11,Matches
2329,2241,Samir Santos,br BRA,DF,Udinese,it Serie A,22,1994,31,30,2569,28.5,2,0,2,2,0,0,7,1,0.6,0.6,0.1,0.8,28,108,23,0.07,0.00,0.07,0.07,0.07,0.02,0.01,0.03,0.02,0.03,Matches
2330,2242,Antonio Santurro,do DOM,GK,Bologna,it Serie A,25,1992,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2331,2243,Riccardo Saponara,it ITA,"MF,FW",Fiorentina,it Serie A,25,1991,18,10,900,10.0,0,4,4,0,0,0,3,0,1.0,1.0,4.1,5.2,39,85,64,0.00,0.40,0.40,0.00,0.40,0.10,0.41,0.52,0.10,0.52,Matches
2332,2244,Pablo Sarabia,es ESP,"FW,MF",Sevilla,es La Liga,25,1992,34,27,2395,26.6,6,5,11,5,1,1,8,1,7.3,6.5,6.5,13.1,91,136,229,0.23,0.19,0.41,0.19,0.38,0.28,0.25,0.52,0.25,0.49,Matches
2333,2245,Yusuf Sari,tr TUR,FW,Marseille,fr Ligue 1,18,1998,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2334,2246,Bouna Sarr,sn SEN,"DF,FW",Marseille,fr Ligue 1,25,1992,29,18,1789,19.9,0,3,3,0,0,0,5,0,1.1,1.1,2.8,4.0,95,67,107,0.00,0.15,0.15,0.00,0.15,0.06,0.14,0.20,0.06,0.20,Matches
2335,2247,Ismaila Sarr,sn SEN,"FW,MF",Rennes,fr Ligue 1,19,1998,24,22,1858,20.6,5,3,8,5,0,0,2,0,4.8,4.8,2.8,7.6,80,34,205,0.24,0.15,0.39,0.24,0.39,0.23,0.13,0.37,0.23,0.37,Matches
2336,2248,Malang Sarr,fr FRA,DF,Nice,fr Ligue 1,18,1999,21,13,1322,14.7,0,0,0,0,0,0,1,0,0.8,0.8,0.4,1.2,28,72,17,0.00,0.00,0.00,0.00,0.00,0.05,0.03,0.08,0.05,0.08,Matches
2337,2249,Imanol Sarriegi,es ESP,"MF,FW",Eibar,es La Liga,22,1995,3,0,41,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2338,2250,Marco Sau,it ITA,"FW,MF",Cagliari,it Serie A,29,1987,29,16,1311,14.6,2,0,2,2,0,1,2,0,3.5,2.7,0.9,3.5,26,22,101,0.14,0.00,0.14,0.14,0.14,0.24,0.06,0.30,0.18,0.24,Matches
2339,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
2340,2251,Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,26,1991,27,26,2299,25.5,0,0,0,0,0,0,6,0,0.2,0.2,0.2,0.4,7,52,3,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,Matches
2341,2252,Gianluca Scamacca,it ITA,"FW,MF",Sassuolo,it Serie A,18,1999,3,0,23,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.5,0,4,6,0.00,0.00,0.00,0.00,0.00,0.26,1.73,1.99,0.26,1.99,Matches
2342,2253,Fabian Schär,ch SUI,DF,La Coruña,es La Liga,25,1991,25,25,2219,24.7,2,2,4,2,0,0,10,0,3.0,3.0,0.6,3.6,18,45,5,0.08,0.08,0.16,0.08,0.16,0.12,0.02,0.15,0.12,0.15,Matches
2343,2254,Ezequiel Schelotto,it ITA,DF,Brighton,eng Premier League,28,1989,20,15,1318,14.6,0,0,0,0,0,0,3,0,0.2,0.2,0.6,0.8,37,48,53,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06,Matches
2344,2255,Pasquale Schiattarella,it ITA,MF,SPAL,it Serie A,30,1987,31,22,1990,22.1,1,3,4,1,0,0,12,0,0.7,0.7,4.2,4.9,45,150,89,0.05,0.14,0.18,0.05,0.18,0.03,0.19,0.22,0.03,0.22,Matches
2345,2256,Eros Schiavon,it ITA,"MF,DF",SPAL,it Serie A,34,1983,12,3,390,4.3,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,6,5,6,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,Matches
2346,2257,Patrik Schick,cz CZE,"FW,MF",Roma,it Serie A,21,1996,22,10,992,11.0,2,0,2,2,0,0,0,0,3.1,3.1,2.3,5.4,19,21,103,0.18,0.00,0.18,0.18,0.18,0.28,0.21,0.49,0.28,0.49,Matches
2347,2258,Julian Schieber,de GER,"MF,FW",Hertha BSC,de Bundesliga,28,1989,3,0,56,0.6,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,0,4,0.00,0.00,0.00,0.00,0.00,0.51,0.00,0.51,0.51,0.51,Matches
2348,2259,Christopher Schindler,de GER,DF,Huddersfield,eng Premier League,27,1990,37,37,3265,36.3,0,1,1,0,0,0,8,1,1.1,1.1,2.3,3.4,11,80,6,0.00,0.03,0.03,0.00,0.03,0.03,0.06,0.09,0.03,0.09,Matches
2349,2260,Sven Schipplock,de GER,"FW,MF",Hamburger SV,de Bundesliga,28,1988,9,3,338,3.8,0,0,0,0,0,0,0,0,0.8,0.8,0.5,1.4,1,3,21,0.00,0.00,0.00,0.00,0.00,0.22,0.14,0.37,0.22,0.37,Matches
2350,2261,Jeffrey Schlupp,gh GHA,"DF,MF",Crystal Palace,eng Premier League,24,1992,24,21,1745,19.4,0,1,1,0,0,0,3,0,1.2,1.2,1.0,2.2,32,74,51,0.00,0.05,0.05,0.00,0.05,0.06,0.05,0.12,0.06,0.12,Matches
2351,2262,Kasper Schmeichel,dk DEN,GK,Leicester City,eng Premier League,30,1986,33,33,2965,32.9,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,0,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2352,2263,Marcel Schmelzer,de GER,DF,Dortmund,de Bundesliga,29,1988,18,17,1491,16.6,0,0,0,0,0,0,3,0,0.2,0.2,0.6,0.8,45,113,68,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.05,0.01,0.05,Matches
2353,2264,Jonathan Schmid,fr FRA,"DF,FW",Augsburg,de Bundesliga,27,1990,25,15,1473,16.4,0,0,0,0,0,0,1,0,1.7,1.7,1.8,3.6,21,34,75,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.22,0.11,0.22,Matches
2354,2265,Manuel Schmiedebach,de GER,MF,Hannover 96,de Bundesliga,28,1988,6,2,165,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,2,9,3,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.10,Matches
2355,2266,Benno Schmitz,de GER,DF,RB Leipzig,de Bundesliga,22,1994,2,1,82,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.10,Matches
2356,2267,Morgan Schneiderlin,fr FRA,MF,Everton,eng Premier League,27,1989,30,24,2130,23.7,0,0,0,0,0,0,6,1,0.4,0.4,0.2,0.6,15,106,8,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
2357,2268,Alessandro Schöpf,at AUT,"DF,FW",Schalke 04,de Bundesliga,23,1994,15,9,808,9.0,0,0,0,0,0,0,3,0,0.4,0.4,0.5,0.9,36,38,46,0.00,0.00,0.00,0.00,0.00,0.04,0.06,0.10,0.04,0.10,Matches
2358,2269,Nico Schulz,de GER,"FW,MF",Hoffenheim,de Bundesliga,24,1993,27,19,1780,19.8,1,2,3,1,0,0,3,0,1.4,1.4,2.9,4.3,105,75,151,0.05,0.10,0.15,0.05,0.15,0.07,0.15,0.22,0.07,0.22,Matches
2359,2270,André Schürrle,de GER,FW,Dortmund,de Bundesliga,26,1990,18,11,1236,13.7,1,6,7,1,0,1,0,0,4.1,3.4,3.7,7.1,54,57,152,0.07,0.44,0.51,0.07,0.51,0.30,0.27,0.57,0.24,0.52,Matches
2360,2271,Julian Schuster,de GER,"DF,MF",Freiburg,de Bundesliga,32,1985,18,16,1308,14.5,0,0,0,0,0,0,1,0,0.6,0.6,1.2,1.8,5,50,8,0.00,0.00,0.00,0.00,0.00,0.04,0.08,0.13,0.04,0.13,Matches
2361,2272,Pirmin Schwegler,ch SUI,MF,Hannover 96,de Bundesliga,30,1987,29,27,2319,25.8,0,6,6,0,0,0,10,0,0.8,0.8,4.0,4.8,16,141,21,0.00,0.23,0.23,0.00,0.23,0.03,0.16,0.19,0.03,0.19,Matches
2362,2273,Alexander Schwolow,de GER,GK,Freiburg,de Bundesliga,25,1992,33,33,2906,32.3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,Matches
2363,2274,Simone Scuffet,it ITA,GK,Udinese,it Serie A,21,1996,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2364,2275,Ernest Seka,gn GUI,DF,Strasbourg,fr Ligue 1,30,1987,27,25,2178,24.2,1,0,1,1,0,0,4,1,0.8,0.8,1.0,1.8,58,126,53,0.04,0.00,0.04,0.04,0.04,0.03,0.04,0.07,0.03,0.07,Matches
2365,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
2366,2276,Vahid Selimović,lu LUX,DF,Metz,fr Ligue 1,20,1997,13,12,1056,11.7,0,0,0,0,0,0,4,1,0.1,0.1,0.0,0.1,5,31,3,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
2367,2277,Davie Selke,de GER,FW,Hertha BSC,de Bundesliga,22,1995,27,19,1886,21.0,10,0,10,9,1,1,4,0,7.7,6.9,2.0,8.9,34,25,137,0.48,0.00,0.48,0.43,0.43,0.37,0.09,0.46,0.33,0.42,Matches
2368,2278,Ole Selnæs,no NOR,MF,Saint-Étienne,fr Ligue 1,23,1994,26,23,2058,22.9,0,2,2,0,0,0,9,0,0.5,0.5,1.3,1.8,25,124,14,0.00,0.09,0.09,0.00,0.09,0.02,0.06,0.08,0.02,0.08,Matches
2369,2279,Nélson Semedo,pt POR,DF,Barcelona,es La Liga,23,1993,24,17,1493,16.6,0,0,0,0,0,0,1,0,0.3,0.3,1.2,1.4,73,62,90,0.00,0.00,0.00,0.00,0.00,0.02,0.07,0.09,0.02,0.09,Matches
2370,2280,Rúben Semedo,pt POR,"DF,MF",Villarreal,es La Liga,23,1994,4,3,231,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0,4,1,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.03,0.01,0.03,Matches
2371,2281,Stefano Sensi,it ITA,MF,Sassuolo,it Serie A,21,1995,17,10,1041,11.6,2,0,2,2,0,0,2,0,1.6,1.6,1.2,2.8,22,73,36,0.17,0.00,0.17,0.17,0.17,0.14,0.11,0.25,0.14,0.25,Matches
2372,2282,Luigi Sepe,it ITA,GK,Napoli,it Serie A,26,1991,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2373,2283,Suat Serdar,de GER,MF,Mainz 05,de Bundesliga,20,1997,25,16,1703,18.9,2,0,2,2,0,0,3,0,1.7,1.7,1.2,2.9,28,69,34,0.11,0.00,0.11,0.11,0.11,0.09,0.06,0.15,0.09,0.15,Matches
2374,2284,Jean Seri,ci CIV,MF,Nice,fr Ligue 1,26,1991,31,30,2615,29.1,2,6,8,2,0,0,5,0,1.9,1.9,4.9,6.8,51,200,53,0.07,0.21,0.28,0.07,0.28,0.06,0.17,0.23,0.06,0.23,Matches
2375,2285,Julien Serrano,fr FRA,DF,Monaco,fr Ligue 1,19,1998,4,3,280,3.1,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.3,7,10,25,0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.08,0.01,0.08,Matches
