Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
26,Tyler Adams,us USA,MF,Bournemouth,eng Premier League,25,1999,21.8,1337,62,349,779,224,18,1337,18,4,22.2,10,55.6,663,3337,1447,14,22,1,28,12,757,10,Matches
27,Junior Adamu,at AUT,FW,Freiburg,de Bundesliga,23,2001,17.2,534,21,53,252,234,80,534,29,10,34.5,18,62.1,275,1026,349,8,5,4,59,24,350,84,Matches
28,Tosin Adarabioyo,eng ENG,DF,Chelsea,eng Premier League,26,1997,15.7,1330,175,630,674,27,14,1330,6,4,66.7,1,16.7,777,3207,1809,5,2,0,4,0,1000,1,Matches
29,Martin Adeline,fr FRA,MF,Reims,fr Ligue 1,20,2003,0.3,14,2,8,4,2,1,14,0,0,,0,,6,35,9,1,0,1,0,0,9,1,Matches
30,Karim Adeyemi,de GER,"FW,MF",Dortmund,de Bundesliga,22,2002,15.9,636,9,51,231,365,88,636,94,40,42.6,49,52.1,417,3230,1543,68,36,41,43,31,465,153,Matches
31,Simon Adingra,ci CIV,"FW,MF",Brighton,eng Premier League,22,2002,12.2,548,10,66,174,315,76,548,50,21,42.0,27,54.0,366,2514,1300,50,21,27,39,12,388,136,Matches
32,Amine Adli,ma MAR,"MF,FW",Leverkusen,de Bundesliga,24,2000,8.5,468,4,40,152,286,53,468,32,15,46.9,16,50.0,248,1501,838,37,25,11,20,6,350,100,Matches
33,Yacine Adli,fr FRA,MF,Fiorentina,it Serie A,24,2000,13.5,1021,31,177,607,248,11,1021,32,12,37.5,16,50.0,618,3613,1680,24,28,3,19,8,690,30,Matches
34,Adrián,es ESP,GK,Betis,es La Liga,37,1987,19.0,658,568,657,1,0,0,658,0,0,,0,,390,1788,1161,0,0,0,1,0,299,0,Matches
35,Adryelson,br BRA,DF,Lyon,fr Ligue 1,26,1998,0.0,5,1,2,3,0,0,5,0,0,,0,,1,0,0,0,0,0,0,0,1,0,Matches
36,Vasilije Adžić,me MNE,"MF,FW",Juventus,it Serie A,18,2006,0.5,24,0,5,8,11,2,24,1,0,0.0,1,100.0,14,40,10,0,1,0,1,1,20,3,Matches
37,Michel Aebischer,ch SUI,MF,Bologna,it Serie A,27,1997,8.0,485,11,74,302,114,10,485,6,3,50.0,2,33.3,291,1201,508,8,12,2,5,7,346,17,Matches
38,Oladapo Afolayan,eng ENG,"FW,MF",St. Pauli,de Bundesliga,26,1998,18.2,741,13,84,304,365,62,741,98,48,49.0,43,43.9,495,3452,1392,53,43,28,63,45,555,108,Matches
39,Emmanuel Agbadou,ci CIV,DF,Wolves,eng Premier League,27,1997,15.7,1172,190,649,504,28,7,1172,13,10,76.9,2,15.4,758,3670,1752,6,4,0,6,4,796,2,Matches
40,Emmanuel Agbadou,ci CIV,DF,Reims,fr Ligue 1,27,1997,14.0,1080,178,565,474,45,4,1080,12,9,75.0,3,25.0,621,3413,1974,10,9,0,9,6,701,0,Matches
41,Asher Agbinone,eng ENG,MF,Crystal Palace,eng Premier League,18,2005,0.1,8,0,0,2,6,0,8,2,0,0.0,1,50.0,5,53,23,2,0,0,0,1,5,1,Matches
42,Jeremy Agbonifo,se SWE,"FW,MF",Lens,fr Ligue 1,18,2005,3.3,131,1,22,39,72,16,131,20,9,45.0,10,50.0,84,627,283,13,2,10,11,6,92,36,Matches
43,Julen Agirrezabala,es ESP,GK,Athletic Club,es La Liga,23,2000,13.4,437,357,436,1,0,0,437,0,0,,0,,237,1238,682,0,0,0,1,0,211,0,Matches
44,Lucien Agoume,fr FRA,MF,Sevilla,es La Liga,22,2002,23.5,1481,65,386,867,248,19,1481,30,22,73.3,7,23.3,689,3227,1597,29,23,2,26,13,928,23,Matches
45,Felix Agu,ng NGA,DF,Werder Bremen,de Bundesliga,24,1999,19.5,1045,48,315,465,270,37,1045,35,9,25.7,19,54.3,545,2589,1278,33,12,8,33,12,605,105,Matches
46,Álvaro Aguado,es ESP,MF,Espanyol,es La Liga,28,1996,4.9,303,7,68,161,78,6,303,8,5,62.5,2,25.0,175,1443,753,15,10,4,9,4,189,4,Matches
47,Lorenzo Aguado,es ESP,DF,Real Madrid,es La Liga,21,2002,0.1,3,0,3,0,0,0,3,0,0,,0,,1,2,0,0,0,0,0,1,1,0,Matches
48,Nayef Aguerd,ma MAR,DF,Real Sociedad,es La Liga,28,1996,19.6,1594,132,729,815,53,16,1594,10,5,50.0,2,20.0,1019,6113,3798,26,18,0,7,3,1138,1,Matches
49,Ruben Aguilar,fr FRA,"DF,MF",Lens,fr Ligue 1,31,1993,12.5,996,27,253,430,320,30,996,21,9,42.9,9,42.9,518,2371,1309,32,21,5,19,6,612,101,Matches
50,Naouirou Ahamada,fr FRA,"MF,FW",Rennes,fr Ligue 1,22,2002,0.6,31,1,12,16,3,0,31,1,0,0.0,1,100.0,16,131,55,2,1,0,1,1,17,1,Matches
51,Honest Ahanor,it ITA,"DF,MF",Genoa,it Serie A,16,2008,3.0,106,8,27,43,38,7,106,1,0,0.0,0,0.0,52,282,119,3,1,0,7,2,50,7,Matches
52,Erik Ahlstrand,se SWE,"FW,MF",St. Pauli,de Bundesliga,22,2001,0.5,22,0,2,10,10,2,22,0,0,,0,,12,68,26,1,2,0,3,0,14,3,Matches
53,Jean-Eudes Aholou,ci CIV,MF,Angers,fr Ligue 1,30,1994,21.8,1032,45,259,615,167,34,1032,28,12,42.9,12,42.9,495,2116,987,15,8,2,32,15,615,16,Matches
54,Joseph Aidoo,gh GHA,DF,Valladolid,es La Liga,28,1995,6.5,431,61,265,168,2,1,431,1,1,100.0,0,0.0,259,1248,678,1,0,0,0,1,320,0,Matches
55,Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,28,1995,0.0,8,0,4,4,0,0,8,0,0,,0,,7,9,8,0,0,0,0,1,6,0,Matches
56,Ayman Aiki,fr FRA,"FW,MF",Saint-Étienne,fr Ligue 1,19,2005,1.4,48,1,10,20,19,2,48,4,0,0.0,4,100.0,33,169,95,4,2,1,5,7,37,8,Matches
57,Ola Aina,ng NGA,DF,Nott'ham Forest,eng Premier League,27,1996,33.3,1708,156,613,717,409,22,1708,72,33,45.8,27,37.5,749,4798,2787,67,46,10,44,22,822,67,Matches
58,Rayan Aït-Nouri,dz ALG,DF,Wolves,eng Premier League,23,2001,34.5,2148,96,577,916,685,96,2148,137,63,46.0,56,40.9,1129,6166,3205,89,62,28,52,47,1321,176,Matches
59,Junior Ajayi,ci CIV,FW,Hellas Verona,it Serie A,19,2004,0.1,5,0,0,3,2,0,5,0,0,,0,,5,25,7,0,0,0,1,0,5,0,Matches
60,Kristoffer Ajer,no NOR,DF,Brentford,eng Premier League,26,1998,16.0,795,53,265,368,168,38,795,16,7,43.8,8,50.0,387,2098,1180,27,11,2,15,12,491,44,Matches
61,Ludovic Ajorque,fr FRA,FW,Brest,fr Ligue 1,30,1994,27.7,914,32,84,446,389,125,913,17,8,47.1,9,52.9,410,1319,449,10,11,4,60,11,658,124,Matches
62,Manuel Akanji,ch SUI,DF,Manchester City,eng Premier League,29,1995,22.4,1881,119,559,920,405,19,1881,2,2,100.0,0,0.0,1254,6953,4234,46,64,0,5,5,1483,7,Matches
63,Ümit Akdag,ro ROU,DF,Toulouse,fr Ligue 1,20,2003,5.6,400,29,145,232,27,1,400,1,1,100.0,0,0.0,217,947,452,4,3,0,1,0,240,9,Matches
64,Nathan Aké,nl NED,DF,Manchester City,eng Premier League,29,1995,7.5,596,51,205,331,61,5,596,1,1,100.0,0,0.0,403,2244,1501,12,12,1,4,3,449,2,Matches
65,Ilias Akhomach,ma MAR,"MF,FW",Villarreal,es La Liga,20,2004,6.5,293,8,44,89,163,29,293,43,19,44.2,17,39.5,200,1310,759,30,18,20,15,10,209,64,Matches
66,Sergio Akieme,es ESP,DF,Reims,fr Ligue 1,26,1997,28.0,1436,100,524,548,377,34,1436,31,13,41.9,17,54.8,710,4339,2357,55,36,5,31,19,817,97,Matches
67,Maghnes Akliouche,fr FRA,"FW,MF",Monaco,fr Ligue 1,22,2002,26.7,1566,22,150,644,794,156,1565,103,50,48.5,50,48.5,999,6581,3653,127,98,47,78,47,1149,226,Matches
68,Paul Akouokou,ci CIV,MF,Lyon,fr Ligue 1,26,1997,0.2,18,2,5,13,0,0,18,0,0,,0,,14,38,10,0,0,0,1,0,14,0,Matches
69,Clément Akpa,ci CIV,DF,Auxerre,fr Ligue 1,22,2001,27.6,1532,171,797,636,117,10,1532,23,8,34.8,11,47.8,895,4510,2340,27,20,1,9,4,929,24,Matches
70,Jean-Daniel Akpa-Akpro,ci CIV,MF,Monza,it Serie A,31,1992,10.7,505,29,157,258,99,7,505,38,12,31.6,19,50.0,306,1832,818,21,15,2,24,2,290,22,Matches
71,David Akpan Ankeye,ng NGA,"FW,MF",Genoa,it Serie A,22,2002,0.5,9,1,2,3,4,0,9,1,1,100.0,0,0.0,6,54,8,0,1,0,0,2,10,3,Matches
72,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,29,1995,24.7,1692,227,759,830,115,5,1692,15,8,53.3,6,40.0,892,3929,1772,14,15,0,11,9,1025,16,Matches
73,Chuba Akpom,eng ENG,FW,Lille,fr Ligue 1,28,1995,7.1,165,4,13,76,79,30,163,9,4,44.4,4,44.4,80,422,192,6,4,2,12,5,113,38,Matches
74,David Alaba,at AUT,DF,Real Madrid,es La Liga,32,1992,3.5,247,36,137,100,11,2,247,0,0,,0,,180,934,482,2,1,0,1,0,199,4,Matches
75,Ibrahim Alani,ng NGA,MF,Valladolid,es La Liga,18,2006,1.8,113,8,36,74,4,0,113,1,1,100.0,0,0.0,54,305,130,2,0,0,1,2,65,1,Matches
76,Andreas Albers,dk DEN,FW,St. Pauli,de Bundesliga,34,1990,0.7,44,0,2,17,26,8,44,3,2,66.7,0,0.0,24,129,18,1,0,0,4,6,40,6,Matches
77,Raúl Albiol,es ESP,DF,Villarreal,es La Liga,38,1985,13.2,915,157,533,369,14,3,915,0,0,,0,,514,2346,1226,3,1,0,3,1,652,0,Matches
78,Carlos Alcaraz,ar ARG,MF,Southampton,eng Premier League,21,2002,0.1,17,0,1,8,9,2,17,2,0,0.0,2,100.0,12,112,98,4,1,0,0,0,12,1,Matches
79,Carlos Alcaraz,ar ARG,"FW,MF",Everton,eng Premier League,21,2002,8.5,378,15,63,168,156,19,378,18,9,50.0,7,38.9,211,1331,707,19,21,2,14,13,247,21,Matches
80,Omar Alderete,py PAR,DF,Getafe,es La Liga,27,1996,33.0,1585,192,681,796,122,39,1585,28,18,64.3,10,35.7,633,4014,2546,25,20,2,30,9,658,7,Matches
81,Carles Aleñá,es ESP,"MF,FW",Getafe,es La Liga,26,1998,5.0,163,5,26,84,56,10,163,4,3,75.0,1,25.0,88,427,169,3,2,1,3,6,98,10,Matches
82,Carles Aleñá,es ESP,"MF,FW",Alavés,es La Liga,26,1998,12.1,590,2,63,290,243,22,590,24,12,50.0,5,20.8,330,1428,671,18,25,2,23,14,409,43,Matches
83,Ben Alexander Voll,de GER,GK,St. Pauli,de Bundesliga,23,2000,1.0,52,46,52,0,0,0,52,0,0,,0,,33,185,120,0,0,0,0,0,23,0,Matches
84,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,25,1998,26.3,2252,88,593,1013,660,44,2252,37,17,45.9,17,45.9,1183,5353,2860,51,36,9,19,15,1436,94,Matches
85,Alfon,es ESP,"FW,MF",Celta Vigo,es La Liga,25,1999,15.2,551,2,44,139,374,114,551,63,25,39.7,31,49.2,374,2856,1693,89,39,47,29,20,428,170,Matches
86,Mohamed Ali Cho,fr FRA,"FW,MF",Nice,fr Ligue 1,20,2004,18.0,720,9,75,308,356,74,720,70,20,28.6,41,58.6,460,3302,1943,81,39,30,68,26,545,133,Matches
87,Faride Alidou,de GER,"FW,MF",Hellas Verona,it Serie A,23,2001,0.8,31,2,5,11,17,0,31,4,2,50.0,2,50.0,17,98,44,1,3,0,1,1,19,2,Matches
88,Alisson,br BRA,GK,Liverpool,eng Premier League,31,1992,27.9,1011,742,991,20,0,0,1011,1,1,100.0,0,0.0,658,2625,1586,0,0,0,1,0,618,0,Matches
89,Tadeo Allende,ar ARG,FW,Celta Vigo,es La Liga,25,1999,0.0,4,1,1,3,0,0,4,1,0,0.0,1,100.0,3,13,4,0,0,0,0,0,3,0,Matches
90,Jim Allevinah,ga GAB,FW,Angers,fr Ligue 1,29,1995,19.4,682,11,134,311,253,65,682,48,15,31.3,33,68.8,435,3164,1395,57,34,8,38,32,483,99,Matches
91,Dele Alli,eng ENG,MF,Como,it Serie A,28,1996,0.1,4,0,0,2,2,0,4,0,0,,0,,3,7,4,0,0,0,1,0,4,1,Matches
92,Thiago Almada,ar ARG,"MF,FW",Lyon,fr Ligue 1,23,2001,10.6,831,19,136,382,318,31,831,14,8,57.1,5,35.7,568,2957,1483,38,34,10,17,9,652,50,Matches
93,Domingos André Ribeiro Almeida,pt POR,"MF,FW",Valencia,es La Liga,24,2000,22.0,1162,15,150,596,428,43,1162,54,22,40.7,22,40.7,676,3596,1810,45,48,11,37,38,836,77,Matches
94,Iker Almena,es ESP,"FW,DF",Girona,es La Liga,20,2004,0.5,39,2,4,6,30,1,39,3,2,66.7,1,33.3,32,233,152,6,3,1,1,0,31,10,Matches
95,Miguel Almirón,py PAR,FW,Newcastle Utd,eng Premier League,30,1994,1.7,81,1,10,35,36,9,81,2,1,50.0,1,50.0,54,284,93,3,3,2,0,2,59,18,Matches
96,Pontus Almqvist,se SWE,"FW,MF",Parma,it Serie A,25,1999,12.4,462,11,67,154,253,53,462,50,20,40.0,28,56.0,298,2165,1059,42,18,22,31,13,320,85,Matches
97,Marcos Alonso,es ESP,DF,Celta Vigo,es La Liga,33,1990,29.4,2683,211,1022,1399,298,35,2680,25,16,64.0,8,32.0,1733,10524,6481,64,48,2,20,9,1901,49,Matches
98,Giorgio Altare,it ITA,DF,Venezia,it Serie A,25,1998,8.4,505,60,235,216,57,6,505,6,5,83.3,1,16.7,235,990,404,4,10,0,5,5,252,5,Matches
99,Adrià Altimira,es ESP,"DF,FW",Leganés,es La Liga,23,2001,18.1,826,57,248,380,209,8,826,31,10,32.3,12,38.7,370,1917,1049,23,23,4,28,7,432,69,Matches
100,Sergi Altimira,es ESP,MF,Betis,es La Liga,22,2001,21.9,1521,53,321,940,272,18,1521,24,16,66.7,7,29.2,908,3871,1635,25,14,1,27,21,1064,30,Matches
101,Olabade Aluko,,DF,Leicester City,eng Premier League,,,0.0,6,0,0,6,1,0,6,1,0,0.0,1,100.0,2,1,0,0,0,0,0,1,2,0,Matches
102,Edson Álvarez,mx MEX,MF,West Ham,eng Premier League,26,1997,19.7,1239,67,361,693,194,12,1239,33,14,42.4,14,42.4,687,3783,1714,24,22,2,27,15,830,18,Matches
103,Hugo Álvarez,es ESP,"MF,DF",Celta Vigo,es La Liga,21,2003,17.5,1214,26,262,471,489,82,1214,72,32,44.4,38,52.8,726,3910,2266,74,38,41,33,12,817,171,Matches
104,Julián Álvarez,ar ARG,FW,Atlético Madrid,es La Liga,24,2000,27.9,1238,9,105,501,649,116,1234,65,34,52.3,28,43.1,776,4621,2198,79,51,29,62,40,892,162,Matches
105,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,29,1995,19.8,1425,100,554,825,55,14,1425,9,6,66.7,3,33.3,792,4934,3165,19,8,0,11,7,903,0,Matches
106,Skelly Alvero,fr FRA,MF,Werder Bremen,de Bundesliga,22,2002,2.6,136,15,49,68,19,2,136,3,2,66.7,1,33.3,70,306,132,1,1,0,6,4,74,0,Matches
107,Will Alves,eng ENG,FW,Leicester City,eng Premier League,19,2005,0.0,1,0,0,0,1,0,1,0,0,,0,,1,5,5,0,0,0,0,0,1,1,Matches
108,Selim Amallah,ma MAR,MF,Valladolid,es La Liga,27,1996,15.3,607,7,101,334,184,18,606,68,33,48.5,27,39.7,308,1860,836,24,17,6,35,25,353,27,Matches
109,Harry Amass,eng ENG,DF,Manchester Utd,eng Premier League,17,2007,3.8,250,13,82,88,84,5,250,8,3,37.5,4,50.0,132,705,376,9,6,2,18,5,124,23,Matches
110,Amath,sn SEN,"FW,DF",Valladolid,es La Liga,28,1996,4.2,166,4,24,71,73,12,166,16,7,43.8,9,56.3,103,616,318,10,9,4,10,4,119,29,Matches
111,Jordan Amavi,fr FRA,DF,Brest,fr Ligue 1,30,1994,8.8,615,20,186,304,131,4,615,13,7,53.8,6,46.2,309,1558,936,22,18,1,9,5,361,21,Matches
112,Aurele Amenda,ch SUI,DF,Eint Frankfurt,de Bundesliga,21,2003,1.1,89,13,42,42,6,1,89,1,1,100.0,0,0.0,46,186,72,1,0,0,1,0,52,1,Matches
113,Kelvin Amian,fr FRA,DF,Nantes,fr Ligue 1,26,1998,24.1,1153,81,374,523,267,21,1153,22,13,59.1,8,36.4,544,2412,1208,32,27,1,20,12,637,77,Matches
114,Michael Amir Murillo,pa PAN,DF,Marseille,fr Ligue 1,28,1996,27.1,2135,83,601,1205,339,33,2135,27,14,51.9,13,48.1,1169,4743,2430,43,33,8,28,10,1458,100,Matches
115,Nadiem Amiri,de GER,MF,Mainz 05,de Bundesliga,27,1996,27.5,2093,45,360,1159,604,49,2091,67,32,47.8,31,46.3,1134,5414,2578,50,43,14,42,27,1307,64,Matches
116,Samuel Amo-Ameyaw,eng ENG,"FW,DF",Southampton,eng Premier League,18,2006,0.3,16,0,5,5,7,1,16,4,0,0.0,3,75.0,11,98,68,1,0,1,0,2,11,3,Matches
117,Samuel Amo-Ameyaw,eng ENG,"DF,MF",Strasbourg,fr Ligue 1,18,2006,3.6,165,2,29,72,68,10,165,12,5,41.7,4,33.3,94,698,300,11,10,4,7,2,113,18,Matches
118,Mathis Amougou,fr FRA,MF,Chelsea,eng Premier League,18,2006,0.1,9,1,2,4,3,0,9,0,0,,0,,7,25,5,0,1,0,0,1,6,0,Matches
119,Mathis Amougou,fr FRA,MF,Saint-Étienne,fr Ligue 1,18,2006,9.5,407,18,104,218,90,9,407,16,5,31.3,9,56.3,242,1169,585,8,11,2,22,8,273,17,Matches
120,Mohamed Amoura,dz ALG,FW,Wolfsburg,de Bundesliga,24,2000,27.4,1106,17,119,385,629,127,1104,91,37,40.7,48,52.7,628,4108,2067,81,46,35,86,18,733,244,Matches
121,Sofyan Amrabat,ma MAR,MF,Fiorentina,it Serie A,27,1996,2.0,140,6,24,103,14,0,140,0,0,,0,,84,388,196,2,0,0,1,2,103,1,Matches
122,Joachim Andersen,dk DEN,DF,Crystal Palace,eng Premier League,28,1996,1.0,93,14,38,50,5,0,93,0,0,,0,,49,189,103,1,1,0,0,1,67,1,Matches
123,Joachim Andersen,dk DEN,DF,Fulham,eng Premier League,28,1996,28.7,2336,340,1233,1013,102,22,2336,6,4,66.7,0,0.0,1350,6505,3435,16,14,1,6,3,1621,2,Matches
124,Elliot Anderson,eng ENG,MF,Nott'ham Forest,eng Premier League,21,2002,30.3,1831,102,424,890,547,72,1831,75,36,48.0,30,40.0,932,5071,2366,52,32,21,60,49,1088,94,Matches
125,André,br BRA,MF,Wolves,eng Premier League,23,2001,27.5,1623,89,439,1046,155,3,1623,32,16,50.0,12,37.5,912,3764,1688,10,17,0,30,21,1093,11,Matches
126,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,33,1990,29.9,2267,72,392,1462,430,45,2267,22,9,40.9,11,50.0,1153,5343,2593,29,33,1,45,33,1556,72,Matches
127,Marcos André,br BRA,FW,Valladolid,es La Liga,27,1996,13.2,372,13,46,208,128,32,372,41,17,41.5,18,43.9,195,1010,345,11,9,5,40,23,255,39,Matches
128,Robert Andrich,de GER,"MF,DF",Leverkusen,de Bundesliga,29,1994,17.8,1114,45,252,646,220,20,1114,5,2,40.0,1,20.0,526,2140,886,8,14,1,7,1,792,17,Matches
129,Angeliño,es ESP,DF,Roma,it Serie A,27,1997,35.3,2266,102,640,1041,602,47,2266,27,11,40.7,11,40.7,1202,5724,3048,66,52,11,27,9,1476,172,Matches
130,Lorenzo Anghelè,it ITA,FW,Juventus,it Serie A,19,2005,0.1,5,0,0,5,1,0,5,1,1,100.0,0,0.0,3,19,3,0,1,0,0,0,4,0,Matches
131,Faustino Anjorin,eng ENG,MF,Empoli,it Serie A,22,2001,12.4,628,25,132,357,153,17,628,41,16,39.0,22,53.7,327,1839,1043,28,17,6,25,11,385,35,Matches
132,Waldemar Anton,de GER,DF,Dortmund,de Bundesliga,28,1996,21.7,2126,189,793,1162,179,32,2126,24,20,83.3,2,8.3,1386,6989,3497,32,28,0,21,9,1542,28,Matches
133,Leandro Antonetti,pr PUR,FW,Sevilla,es La Liga,21,2003,0.3,12,0,2,4,7,0,12,1,0,0.0,1,100.0,5,52,43,1,1,0,2,1,8,3,Matches
134,Kyllian Antonio,fr FRA,"DF,MF",Lens,fr Ligue 1,16,2008,1.5,114,2,47,54,13,1,114,2,1,50.0,0,0.0,82,322,132,1,0,1,2,2,85,0,Matches
135,Michail Antonio,jm JAM,FW,West Ham,eng Premier League,34,1990,9.3,296,3,26,124,151,36,296,27,9,33.3,13,48.1,173,1177,695,29,13,9,35,19,221,59,Matches
136,Antoniu,es ESP,"FW,MF",Espanyol,es La Liga,21,2002,11.4,369,10,74,150,158,20,369,54,29,53.7,17,31.5,215,1556,966,35,23,5,27,12,225,63,Matches
137,Antony,br BRA,"DF,MF",Manchester Utd,eng Premier League,24,2000,1.6,101,2,22,26,54,8,101,11,4,36.4,6,54.5,60,317,182,5,6,1,5,1,69,7,Matches
138,Antony,br BRA,FW,Betis,es La Liga,24,2000,15.1,982,9,100,315,585,63,982,63,24,38.1,33,52.4,663,4570,2729,94,77,30,53,20,751,157,Matches
139,Anuar,ma MAR,"MF,FW",Valladolid,es La Liga,29,1995,19.1,705,31,214,324,173,28,705,24,7,29.2,12,50.0,359,2145,834,24,15,6,25,14,430,68,Matches
140,Dennis Appiah,fr FRA,DF,Saint-Étienne,fr Ligue 1,32,1992,23.6,1486,92,514,610,371,27,1486,43,20,46.5,22,51.2,630,3033,1650,51,32,6,34,18,824,110,Matches
141,Aritz Arambarri,es ESP,DF,Leganés,es La Liga,26,1998,2.0,86,12,59,26,1,1,86,0,0,,0,,44,253,137,0,0,0,1,0,48,0,Matches
142,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,28,1995,29.6,1146,45,203,693,264,72,1143,34,18,52.9,12,35.3,534,2364,863,17,8,3,60,29,622,55,Matches
143,Jon Aramburu,ve VEN,DF,Real Sociedad,es La Liga,22,2002,27.3,1887,105,630,936,336,20,1887,37,8,21.6,26,70.3,847,3104,1502,26,20,0,34,12,979,53,Matches
144,Julian Araujo,mx MEX,DF,Bournemouth,eng Premier League,22,2001,5.5,275,20,90,136,55,2,275,1,0,0.0,1,100.0,126,482,258,4,3,0,5,2,149,22,Matches
145,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,25,1999,8.4,798,33,227,542,32,9,798,1,0,0.0,1,100.0,515,2800,1731,6,4,0,2,1,596,3,Matches
146,Cameron Archer,eng ENG,FW,Southampton,eng Premier League,23,2001,16.0,398,16,69,179,154,52,397,37,15,40.5,20,54.1,226,1182,564,22,10,14,40,26,274,66,Matches
147,Carlens Arcus,ht HAI,DF,Angers,fr Ligue 1,28,1996,22.7,1249,85,433,556,271,11,1249,18,8,44.4,9,50.0,566,2635,1284,39,22,2,18,14,686,79,Matches
148,Alphonse Areola,fr FRA,GK,West Ham,eng Premier League,31,1993,25.1,1049,833,1038,12,0,0,1049,0,0,,0,,601,2480,1348,0,0,0,0,0,555,0,Matches
149,Adu Ares,es ESP,FW,Athletic Club,es La Liga,22,2001,0.2,11,0,2,3,6,1,11,1,0,0.0,1,100.0,8,44,29,1,1,0,0,2,11,2,Matches
150,Jesús Areso,es ESP,DF,Osasuna,es La Liga,25,1999,34.2,1902,104,423,767,730,23,1902,64,24,37.5,32,50.0,904,5490,2869,101,66,9,62,29,1075,203,Matches
151,David Argüelles,es ESP,MF,Getafe,es La Liga,22,2002,0.1,7,0,2,2,3,0,7,0,0,,0,,3,30,12,1,0,0,0,0,3,0,Matches
152,Joe Aribo,ng NGA,"MF,DF",Southampton,eng Premier League,28,1996,22.4,1271,52,313,670,299,44,1271,49,21,42.9,22,44.9,745,4068,2021,36,29,12,27,19,925,65,Matches
153,Adam Armstrong,eng ENG,"FW,MF",Southampton,eng Premier League,27,1997,13.9,377,11,44,143,192,49,376,14,6,42.9,8,57.1,235,1324,599,25,13,6,11,18,286,79,Matches
154,Harrison Armstrong,eng ENG,MF,Everton,eng Premier League,17,2007,0.5,20,0,3,12,7,2,20,1,1,100.0,0,0.0,15,110,43,1,2,0,2,3,14,0,Matches
155,José Arnaiz,es ESP,"FW,MF",Osasuna,es La Liga,29,1995,1.5,117,4,17,44,58,11,117,5,1,20.0,2,40.0,55,296,171,6,2,3,5,5,59,20,Matches
156,Hákon Arnar Haraldsson,is ISL,"MF,FW",Lille,fr Ligue 1,21,2003,19.5,1136,15,111,502,533,77,1136,49,27,55.1,21,42.9,715,4265,2002,52,45,11,42,13,872,143,Matches
157,Marko Arnautović,at AUT,FW,Inter,it Serie A,35,1989,5.9,198,1,6,64,128,39,198,3,2,66.7,1,33.3,99,364,119,4,3,2,13,3,155,61,Matches
158,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,30,1994,26.2,1576,86,356,927,308,7,1576,6,1,16.7,3,50.0,787,3069,1200,9,11,0,18,11,885,16,Matches
159,Jann-Fiete Arp,de GER,"FW,MF",Holstein Kiel,de Bundesliga,24,2000,7.9,303,9,43,115,151,28,301,32,14,43.8,16,50.0,158,929,344,14,10,3,34,16,179,66,Matches
160,Sergio Arribas,es ESP,DF,Betis,es La Liga,21,2003,1.0,71,5,24,43,4,0,71,0,0,,0,,33,128,75,0,0,0,0,0,35,4,Matches
161,Kepa Arrizabalaga,es ESP,GK,Bournemouth,eng Premier League,29,1994,31.0,1087,800,1057,29,1,1,1087,1,1,100.0,0,0.0,621,3129,1797,0,0,0,0,0,486,0,Matches
162,Arthur,br BRA,DF,Leverkusen,de Bundesliga,21,2003,8.4,508,15,119,220,173,13,508,24,5,20.8,19,79.2,242,1264,698,15,14,2,13,6,309,53,Matches
163,Takuma Asano,jp JPN,"FW,MF",Mallorca,es La Liga,29,1994,11.7,356,8,53,141,169,53,356,25,6,24.0,16,64.0,207,1312,589,28,12,12,27,12,226,76,Matches
164,Raúl Asencio,es ESP,DF,Real Madrid,es La Liga,21,2003,18.6,1149,156,623,501,37,11,1149,9,6,66.7,0,0.0,720,3559,1874,5,5,1,5,6,807,4,Matches
165,Marco Asensio,es ESP,MF,Aston Villa,eng Premier League,28,1996,8.3,386,6,38,158,200,30,384,19,12,63.2,5,26.3,242,1466,682,22,21,5,9,8,265,38,Matches
166,Marco Asensio,es ESP,"FW,MF",Paris S-G,fr Ligue 1,28,1996,6.9,377,2,20,180,182,40,377,8,4,50.0,3,37.5,260,1292,596,19,13,9,3,5,324,49,Matches
167,Kristjan Asllani,al ALB,MF,Inter,it Serie A,22,2002,10.9,1061,25,258,638,167,9,1059,6,1,16.7,4,66.7,700,3112,1231,7,14,1,5,2,859,20,Matches
168,Iago Aspas,es ESP,"FW,MF",Celta Vigo,es La Liga,36,1987,19.4,1038,4,75,510,466,67,1032,27,15,55.6,8,29.6,724,3480,1573,50,39,15,35,20,876,143,Matches
169,Yaser Asprilla,co COL,"FW,MF",Girona,es La Liga,20,2003,15.6,831,11,69,319,453,48,831,64,29,45.3,25,39.1,534,3762,1860,72,37,29,45,17,607,140,Matches
